Knr,Gnr,Bnr,Snr,Fnr,Andelsnummer,Bygningsnummer,GateAdresse,Postnummer,Poststed,BruksEnhetsNummer,Organisasjonsnummer,Bygningskategori,Byggear,Energikarakter,Oppvarmingskarakter,Utstedelsesdato,TypeRegistrering,Attestnummer,BeregnetLevertEnergiTotaltkWhm2,BeregnetFossilandel,Materialvalg,HarEnergiVurdering,EnergiVurderingDato
4204,96,309,,,,,Odderhei Terrasse 97,4639,Kristiansand,H0101,,Småhus,1989,D,Orange,2011-01-31T21:01:32.0000000,Simple,A2011-60754,205.57,,Mur/tegl,False,
1121,23,257,,,,,Fjellsvingen 33,4340,Bryne,H0101,,Småhus,1983,E,Orange,2011-01-31T21:00:40.0000000,Simple,A2011-60752,285.21,,Tre,False,
1833,131,479,,,,,Tjærahågen 33,8614,Mo i Rana,H0101,,Småhus,1983,E,Orange,2011-01-31T20:57:30.0000000,Simple,A2011-60748,290.06,,Tre,False,
4601,216,296,,,,139701143,FURULIEN 21,5101,EIDSVÅGNESET,H0101,,Småhus,1956,F,Orange,2011-01-31T20:52:38.0000000,Simple,A2011-60746,315.19,,Tre,False,
1108,111,134,80,,,,Holbergs gate 22,4306,Sandnes,H0503,,Boligblokker,2006,D,Lightgreen,2011-01-31T20:35:22.0000000,Simple,A2011-60738,168.25,,Betong,False,
0301,191,103,,,214,,Nordåssløyfa 2,1251,Oslo,H0201,848205052,Boligblokker,1983,E,Lightgreen,2011-01-31T20:34:17.0000000,Simple,A2011-60737,219.79,,Mur/tegl,False,
3035,95,202,,,,,Engerjordet 6,2070,Råholt,H0101,,Småhus,1960,G,Red,2011-01-31T20:33:32.0000000,Simple,A2011-60736,494.89,,Tre,False,
5401,119,2044,,,,190643786,CONRAD HOLMBOES VEG 62,9011,TROMSØ,H0101,,Småhus,1966,F,Orange,2011-01-31T20:31:13.0000000,Simple,A2011-60735,332.05,,Tre,False,
3805,1027,41,,,4,,Kloppsteinveien 7,3261,LARVIK,H0101,,Småhus,1983,F,Orange,2011-01-31T20:30:32.0000000,Simple,A2011-60734,335.01,,Tre,False,
1833,133,118,,,,,Bergmannsveien 24,8616,Mo i Rana,H0101,,Småhus,1978,E,Red,2011-01-31T20:19:31.0000000,Simple,A2011-60729,247.04,,Tre,False,
3030,75,681,,,,23292408,GULDHAUGSLETTA 72,2013,SKJETTEN,H0101,,Småhus,2004,D,Lightgreen,2011-01-31T20:15:26.0000000,Simple,A2011-60727,196,,Tre,False,
3005,45,1179,,0000,,,Orionfeltet 32,3055,Krokstadelva,H0101,,Småhus,1982,D,Yellow,2011-01-31T20:07:52.0000000,Simple,A2011-60725,220.42,,Tre,False,
0500,69,793,1,,,,Harmonien 15a,2827,Hunndalen,H0101,,Småhus,2007,D,Orange,2011-01-31T20:02:36.0000000,Simple,A2011-60723,195.63,,Betong,False,
4618,53,256,,,,,Jordalsveien 30,5750,ODDA,H0202,,Boligblokker,1961,E,Orange,2011-01-31T19:57:16.0000000,Simple,A2011-60722,184.3,,Betong,False,
1525,53,288,8,,,,Øyna 16,6200,Stranda,H0210,,Boligblokker,1998,D,Red,2011-01-31T19:47:54.0000000,Simple,A2011-60720,142.87,,Betong,False,
1108,62,212,,,,169980896,SLÅTTAVEIEN 17,4319,SANDNES,H0101,,Småhus,1979,D,Yellow,2011-01-31T19:32:02.0000000,Simple,A2011-60718,218.9,,Tre,False,
3020,107,237,,,117,,Lyngåsen 10,1405,Langhus,H0202,,Boligblokker,1985,F,Red,2011-01-31T19:28:31.0000000,Simple,A2011-60717,262.09,,Tre,False,
3033,17,104,,,,,Tveiterhellinga 2,2040,Kløfta,H0101,,Småhus,1967,F,Orange,2011-01-31T19:12:45.0000000,Simple,A2011-60715,372.98,,Tre,False,
1103,55,301,104,,,,Nedre Holmegate 9D,4006,Stavanger,H0303,,Boligblokker,2007,C,Red,2011-01-31T18:40:32.0000000,Simple,A2011-60708,131.59,,Betong,False,
4601,142,24,,,,,Olsvikmarken 46,5183,Olsvik,H0101,,Småhus,1979,E,Orange,2011-01-31T18:22:39.0000000,Simple,A2011-60705,276.71,,Betong,False,
3807,69,74,,,19,,Gregorius Dagsonsgate 211,3712,Skien,H0202,951433837,Småhus,1954,F,Orange,2011-01-31T17:54:33.0000000,Simple,A2011-60700,367.99,,Tre,False,
0301,222,71,,,38,,Gjøvikgata 7C,0470,Oslo,H0501,987660147,Boligblokker,1937,G,Orange,2011-01-31T17:47:24.0000000,Simple,A2011-60698,465.9,,Mur/tegl,False,
0301,191,85,,,150,,Åsbråtstien 18,1251,Oslo,H0101,,Småhus,1986,E,Orange,2011-01-31T17:41:55.0000000,Simple,A2011-60696,242,,Tre,False,
5001,202,29,,,,,Espvegen 4,7083,Leinstrand,H0101,,Småhus,1967,E,Yellow,2011-01-31T17:39:28.0000000,Simple,A2011-60695,259.53,,Tre,False,
5417,20,101,,,,191324706,ST. HANSVEIEN 12,9350,SJØVEGAN,H0101,,Småhus,1945,G,Orange,2011-01-31T17:38:32.0000000,Simple,A2011-60694,598,,Tre,False,
1804,31,1594,,,,187085896,EINMOVEIEN 39,8009,BODØ,H0101,,Småhus,1999,C,Yellow,2011-01-31T17:26:38.0000000,Simple,A2011-60688,142.22,,Tre,False,
5424,67,100,,,,23176815,BERGVEIEN 7,9062,FURUFLATEN,H0101,,Småhus,2007,D,Orange,2011-01-31T17:22:03.0000000,Simple,A2011-60685,160.33,,Tre,False,
0301,31,13,,,59,,Konventveien 72,0275,Oslo,H0101,,Småhus,1924,F,Orange,2011-01-31T17:16:04.0000000,Simple,A2011-60683,333.41,,Mur/tegl,False,
0301,66,45,,,,81111243,Gamle Maridalsvei 112,0890,OSLO,H0101,,Småhus,1927,G,Red,2011-01-31T17:08:05.0000000,Simple,A2011-60681,477.13,,Tre,False,
3804,45,150,,,,11B,Bragesvei 11B,3216,Sandefjord,H0101,,Småhus,2009,D,Red,2011-01-31T17:01:26.0000000,Simple,A2011-60679,162.68,,Tre,False,
5061,26,52,,,,181755229,GRINDVEGEN 10,6658,RINDALSSKOGEN,H0101,,Småhus,1979,D,Yellow,2011-01-31T17:00:39.0000000,Simple,A2011-60678,216.4,,Tre,False,
4617,91,45,,,,9674330,GUDDALSVEGEN 12,5472,SEIMSFOSS,H0101,,Småhus,1965,E,Orange,2011-01-31T16:56:49.0000000,Simple,A2011-60677,237.62,,Tre,False,
4204,151,1615,25,,,168160887,PEER GYNTVEIEN 5 B,4629,KRISTIANSAND S,H0101,,Småhus,1961,E,Orange,2011-01-31T16:52:49.0000000,Simple,A2011-60676,272.32,,Tre,False,
4602,24,456,,12,,1997,Krokåsen 12,6900,Florø,H0101,935473578,Småhus,1997,D,Orange,2011-01-31T16:42:46.0000000,Simple,A2011-60672,196.92,,Tre,False,
3420,25,284,,,,,Linneaveien 79,2408,Elverum,H0101,,Småhus,1975,E,Green,2011-01-31T16:40:26.0000000,Simple,A2011-60671,296.71,,Tre,False,
4204,71,401,,,,19523551,VEDDERTOPPEN 64,4640,SØGNE,H0101,,Småhus,2000,D,Orange,2011-01-31T16:35:56.0000000,Simple,A2011-60669,174.5,,Tre,False,
1865,16,105,,,4,,Falkveien 30,8300,Svolvær,H0302,,Boligblokker,1979,F,Orange,2011-01-31T16:32:54.0000000,Simple,A2011-60668,247.28,,Betong,False,
0301,224,326,,1,34,,Roveruds gate 4,0481,Oslo,H0301,952880853,Boligblokker,1929,G,Orange,2011-01-31T16:26:11.0000000,Simple,A2011-60666,403.21,,Mur/tegl,False,
3025,57,300,,,,8084203,SKATVEDTVEIEN 21,3475,SÆTRE,H0101,,Småhus,1999,C,Yellow,2011-01-31T16:25:58.0000000,Simple,A2011-60665,129.31,,Tre,False,
4601,289,46,,,,,stephansensvei 102,5267,espeland,H0101,,Småhus,1964,D,Yellow,2011-01-31T16:25:18.0000000,Simple,A2011-60664,219.99,,Tre,False,
3014,51,156,,,,18361833,BARKERUDVEIEN 21 A,1850,MYSEN,H0101,,Småhus,2000,D,Orange,2011-01-31T16:14:29.0000000,Simple,A2011-60659,191.86,,Tre,False,
0301,35,1263,7,,,,Solskinnskroken 15 C,0375,Oslo,H0101,,Boligblokker,1996,E,Orange,2011-01-31T16:13:37.0000000,Simple,A2011-60657,199.52,,Tre,False,
3401,50,08,,,,,Friggs veg 5,2214,Kongsvinger,H0101,,Småhus,1972,E,Orange,2011-01-31T16:06:53.0000000,Simple,A2011-60655,282.35,,Tre,False,
3020,137,1,,218,,,Atriumveien 11 g,1406,Ski,H0101,,Småhus,1971,E,Orange,2011-01-31T15:48:58.0000000,Simple,A2011-60652,247.54,,Tre,False,
3417,8,100,,,,7306237,ØSTMOVEGEN 32,2265,NAMNÅ,H0101,,Småhus,1984,F,Orange,2011-01-31T15:47:40.0000000,Simple,A2011-60651,347.82,,Tre,False,
1804,42,505,,,,186982150,MYRULLVEIEN 12,8027,BODØ,H0101,,Småhus,1982,E,Orange,2011-01-31T15:39:20.0000000,Simple,A2011-60649,299.23,,Tre,False,
3001,62,485,,,6,,Ole Dahlsgt.5,1776,Halden,H0202,,Småhus,1947,F,Orange,2011-01-31T15:37:48.0000000,Simple,A2011-60648,346.71,,Mur/tegl,False,
3806,69,528,,,,8444870,FALKEVEGEN 22,3940,PORSGRUNN,H0101,,Småhus,2001,C,Yellow,2011-01-31T15:33:36.0000000,Simple,A2011-60646,125.07,,Tre,False,
3808,63,67,,,,,Tverrvegen 2,3677,Notodden,H0101,,Småhus,1960,F,Orange,2011-01-31T15:31:02.0000000,Simple,A2011-60645,360.78,,Tre,False,
3016,230,17,,,,147630158,EIDSBERGVEIEN 28,1890,RAKKESTAD,H0101,,Småhus,1938,G,Orange,2011-01-31T15:10:14.0000000,Simple,A2011-60638,531.57,,Tre,False,
4202,200,941,,,,,Levermyrveien 27,4878,Grimstad,H0101,,Småhus,1956,E,Yellow,2011-01-31T15:07:35.0000000,Simple,A2011-60637,260.46,,Mur/tegl,False,
3033,188,85,,,,15364122,ROSENVANGVEGEN 4,2054,MOGREINA,H0101,,Småhus,2001,C,Yellow,2011-01-31T15:07:24.0000000,Simple,A2011-60636,135.26,,Tre,False,
3805,4044,384,,,13,,Skauveien 27,3292,STAVERN,H0101,,Småhus,1973,E,Red,2011-01-31T14:58:25.0000000,Simple,A2011-60632,257.62,,Tre,False,
3024,99,199,,,,18602601,SPEIDERSLETTA 5,1350,LOMMEDALEN,H0101,,Småhus,2002,C,Orange,2011-01-31T14:57:33.0000000,Simple,A2011-60631,147.15,,Tre,False,
3803,1003,303,85,,,21,Rambergveien 21,3115,Tønsberg,H0602,,Boligblokker,2005,D,Yellow,2011-01-31T14:54:18.0000000,Simple,A2011-60630,147.03,,Betong,False,
1103,58,224,47,,,,Duesvei 40,4023,Stavanger,H0805,,Boligblokker,1974,F,Red,2011-01-31T14:47:57.0000000,Simple,A2011-60626,304.18,,Betong,False,
0301,176,296,,,,,Snipemyrlia 20,1273,Oslo,H0101,,Småhus,1987,E,Orange,2011-01-31T14:46:34.0000000,Simple,A2011-60623,259.89,,Tre,False,
0301,159,137,,,19,,Mellombølgen 34,1157,Oslo,H0101,,Boligblokker,1963,F,Green,2011-01-31T14:42:13.0000000,Simple,A2011-60620,258.28,,Betong,False,
5001,69,18,,,,,Njardarvollen 31,7032,Trondheim,H0101,,Småhus,1988,E,Orange,2011-01-31T14:41:51.0000000,Simple,A2011-60619,232.2,,Tre,False,
5403,33,390,,,20,,Myrullveien 11D,9516,Alta,H0101,,Småhus,1981,F,Orange,2011-01-31T14:26:58.0000000,Simple,A2011-60614,418.73,,Tre,False,
3416,60,487,,,,7303734,PARKVEGEN 4,2240,MAGNOR,H0101,,Småhus,1961,F,Red,2011-01-31T14:21:57.0000000,Simple,A2011-60611,363.97,,Tre,False,
3005,116,1038,,,,,Vårveien 45,3024,Drammen,H0101,,Småhus,1955,F,Red,2011-01-31T14:17:17.0000000,Simple,A2011-60607,353.85,,Tre,False,
3002,3,2751,,,62,,Dragkistelia 20e,1539,Moss,U0101,988621879,Småhus,2006,C,Orange,2011-01-31T13:58:33.0000000,Simple,A2011-60601,142.92,,Tre,False,
5401,118,288,,,,190617092,HOCHLINVEGEN 12,9016,TROMSØ,H0101,,Småhus,1968,F,Orange,2011-01-31T13:32:21.0000000,Simple,A2011-60597,413.32,,Tre,False,
4647,99,179,,,,15868090,ØYRABAKKEN 6,6817,NAUSTDAL,H0101,,Småhus,1973,D,Orange,2011-01-31T13:31:13.0000000,Simple,A2011-60596,227.82,,Tre,False,
3035,92,579,,,,,Orreveien 2A,2070,Råholt,H0101,,Småhus,1989,D,Orange,2011-01-31T13:26:55.0000000,Simple,A2011-60593,230.92,,Tre,False,
3005,18,222,,,,193305210,Anemoneveien 1,3050,MJØNDALEN,,,Småhus,1981,E,Yellow,2011-01-31T13:25:13.0000000,Simple,A2011-60592,252.54,,Tre,False,
4204,152,494,,,,,Johan Øydegardsvei 32,4632,Kristiansand,H0101,,Småhus,1947,E,Orange,2011-01-31T13:25:07.0000000,Simple,A2011-60591,302.48,,Mur/tegl,False,
3403,1,442,,,2344,,Kornsilovegen 51 B,2316,Hamar,H0301,950134054,Boligblokker,1977,E,Lightgreen,2011-01-31T13:25:03.0000000,Simple,A2011-60590,218.34,,Betong,False,
1505,10,960,,,,202601,Grunden 3,6516,Kristiansund,H0102,991891919,Boligblokker,1997,E,Red,2011-01-31T13:23:32.0000000,Simple,A2011-60589,195.76,,Betong,False,
0301,225,154,,,,,Krebs gate 16,0478,OSLO,H0303,946684112,Boligblokker,1922,G,Orange,2011-01-31T13:21:07.0000000,Simple,A2011-60587,390.3,,Mur/tegl,False,
5047,63,79,,,,13878951,RINGVEGEN 11,7863,OVERHALLA,H0101,,Småhus,2002,C,Yellow,2011-01-31T13:20:15.0000000,Simple,A2011-60586,140.2,,Tre,False,
3014,57,33,,,,,Opsahlveien 13,1850,Mysen,H0101,,Småhus,1932,F,Yellow,2011-01-31T13:01:36.0000000,Simple,A2011-60582,362.7,,Tre,False,
5001,85,380,13,,,,Lillian Byes vei 141,7036,Trondheim,H0101,,Småhus,2006,D,Lightgreen,2011-01-31T12:57:33.0000000,Simple,A2011-60579,196.68,,Tre,False,
3401,26,67,,,57,,Gråspurvvegen 1,2209,kongsvinger,H0101,953507293,Småhus,1974,E,Orange,2011-01-31T12:53:46.0000000,Simple,A2011-60577,267.91,,Tre,False,
3741,5,129,,,3292,,Orrfuglveien 12,3741,Skien,H0101,954053946,Småhus,1973,E,Red,2011-01-31T12:44:31.0000000,Simple,A2011-60575,263.64,,Tre,False,
3807,213,225,,,,8453748,NEDRE GYLTEMYR 44,3731,SKIEN,H0101,,Småhus,1985,E,Orange,2011-01-31T12:42:06.0000000,Simple,A2011-60574,271.16,,Tre,False,
0301,59,202,,,,,Korsvoll terrasse 15B,0881,Oslo,H0101,,Småhus,1948,F,Orange,2011-01-31T12:37:59.0000000,Simple,A2011-60573,357.33,,Tre,False,
1103,40,1237,23,,,4846184,Gamle Rytterstien 46,4046,HAFRSFJORD,U0101,,Småhus,2005,D,Lightgreen,2011-01-31T12:36:42.0000000,Simple,A2011-60572,207.53,,Tre,False,
1833,131,479,,,,,Tjærahågen 33,8614,Mo i Rana,H0101,,Småhus,1983,E,Orange,2011-01-31T12:35:07.0000000,Simple,A2011-60571,283.06,,Tre,False,
1833,131,479,,,,,Tjærahågen 33,8614,Mo i Rana,H0101,,Småhus,1983,E,Orange,2011-01-31T12:35:07.0000000,Simple,A2011-60571,283.06,,Tre,False,
1833,131,479,,,,,Tjærahågen 33,8614,Mo i Rana,H0101,,Småhus,1983,E,Orange,2011-01-31T12:35:07.0000000,Simple,A2011-60571,283.06,,Tre,False,
3807,220,639,,26,6,,skogmo 42,3735,skien,h0201,848496812,Boligblokker,1953,G,Orange,2011-01-31T12:26:00.0000000,Simple,A2011-60570,355.56,,Tre,False,
1103,40,1237,23,,,4846184,Gamle Rytterstien 46,4046,HAFRSFJORD,U0101,,Småhus,2005,D,Lightgreen,2011-01-31T12:24:12.0000000,Simple,A2011-60568,207.73,,Mur/tegl,False,
4627,10,423,,,,13612234,KROKÅSDALEN 61,5302,STRUSSHAMN,,,Småhus,1975,D,Yellow,2011-01-31T12:22:21.0000000,Simple,A2011-60567,208.39,,Tre,False,
0301,143,895,,,,,Trolldalsveien 36 B,0672,Oslo,H0101,,Småhus,1993,E,Orange,2011-01-31T12:12:29.0000000,Simple,A2011-60562,254.1,,Tre,False,
0301,96,67,,,47,,Odvar Solbergs vei 86,0970,Oslo,H0102,,Boligblokker,1973,F,Red,2011-01-31T12:11:57.0000000,Simple,A2011-60561,317.42,,Betong,False,
0301,191,85,,,192,,Åsbråtstien 42,1251,Oslo,H0101,948608936,Småhus,1984,E,Lightgreen,2011-01-31T12:09:06.0000000,Simple,A2011-60558,298.43,,Mur/tegl,False,
5047,63,79,,,,13878951,RINGVEGEN 11,7863,OVERHALLA,H0101,,Småhus,2002,C,Yellow,2011-01-31T12:03:33.0000000,Simple,A2011-60556,141.51,,Tre,False,
3030,81,1621,,,,,Alexander kiellandsgate 18 d,2000,Lillestrøm,H0302,,Boligblokker,1958,E,Lightgreen,2011-01-31T11:47:44.0000000,Simple,A2011-60552,224.05,,Mur/tegl,False,
4601,162,1128,,1228,,,roald amundsensvei 27,5063,bergen,H0101,,Småhus,1925,F,Orange,2011-01-31T11:36:59.0000000,Simple,A2011-60549,452.9,,Tre,False,
4204,43,316,,,,24586944,VOLLEBAKKEN 14 A,4633,KRISTIANSAND S,H0101,,Småhus,2007,C,Orange,2011-01-31T11:16:16.0000000,Simple,A2011-60546,135.75,,Tre,False,
3900,55,164,,,,39,Bekkegata 39,3936,Porsgrunn,H0101,,Småhus,1937,F,Orange,2011-01-31T10:55:19.0000000,Simple,A2011-60539,432.44,,Tre,False,
3804,133,182,,,,0,Marihaugen 24,3231,Sandefjord,H0101,,Småhus,1991,D,Orange,2011-01-31T10:50:15.0000000,Simple,A2011-60536,228.98,,Tre,False,
3019,8,211,,,,148680493,MÅNEVEIEN 17,1540,VESTBY,H0101,,Småhus,1972,F,Orange,2011-01-31T10:48:28.0000000,Simple,A2011-60535,308.93,,Tre,False,
3002,3,2751,,,62,,Dragkistelia 20e,1539,Moss,U0101,988621879,Småhus,2006,C,Orange,2011-01-31T10:45:03.0000000,Simple,A2011-60532,142.92,,Tre,False,
4627,4,937,,,,,Vestre Åsen 7,5306,"Erdal ",H0101,,Småhus,1982,E,Orange,2011-01-31T10:41:36.0000000,Simple,A2011-60529,278.16,,Tre,False,
4627,4,937,,,,,Vestre Åsen 7,5306,"Erdal ",H0101,,Småhus,1982,E,Orange,2011-01-31T10:41:36.0000000,Simple,A2011-60529,278.16,,Tre,False,
4627,4,937,,,,,Vestre Åsen 7,5306,"Erdal ",H0101,,Småhus,1982,E,Orange,2011-01-31T10:41:36.0000000,Simple,A2011-60529,278.16,,Tre,False,
3046,209,28,5,,,,Nordafortunet 5,3536,Noresund,H0101,,Småhus,1988,E,Orange,2011-01-31T10:18:05.0000000,Simple,A2011-60521,255.25,,Tre,False,
1866,65,462,,,,,Fjellveien 9,8450,Stokmarknes,H0101,,Småhus,1960,E,Yellow,2011-01-31T10:15:09.0000000,Simple,A2011-60519,242.91,,Tre,False,
3421,9,102,,11,,7382227,Ryskdalen hytteområde 149,2423,ØSTBY,H0101,,Småhus,1987,E,Orange,2011-01-31T10:09:48.0000000,Simple,A2011-60517,290.97,,Tre,False,
3802,0078,0089,,,,,slyngveien 2,3070,sande,H0101,,Småhus,1991,E,Orange,2011-01-31T09:54:33.0000000,Simple,A2011-60512,245.38,,Tre,False,
3006,7255,2,,,,20154772,Langbergsgate 4,3616,Kongsberg,H0201,976662156,Boligblokker,2003,D,Red,2011-01-31T09:39:24.0000000,Simple,A2011-60505,171.77,,Tre,False,
3006,7255,2,,,,20154772,Langbergsgate 4,3616,Kongsberg,H0201,976662156,Boligblokker,2003,D,Red,2011-01-31T09:36:36.0000000,Simple,A2011-60503,180.55,,Tre,False,
5403,40,20,,,,,Saunaveien 9,9517,Alta,H0101,,Småhus,1952,F,Orange,2011-01-31T09:28:52.0000000,Simple,A2011-60501,345.67,,Tre,False,
5001,50,132,,,,182730319,Sildråpevegen 38 E,7048,TRONDHEIM,H0101,,Småhus,1968,F,Orange,2011-01-31T09:22:17.0000000,Simple,A2011-60500,307.84,,Tre,False,
3804,162,13,2,,,,Stensveien 11,3221,Sandefjord,H0101,,Småhus,1949,E,Red,2011-01-31T09:15:34.0000000,Simple,A2011-60498,260.4,,Tre,False,
4601,154,712,,,,,Damsgårdslien 61,5162,Laksevåg,H0101,,Småhus,1962,F,Red,2011-01-31T08:58:51.0000000,Simple,A2011-60497,329.08,,Tre,False,
3411,814,1,,168,,,Sjusjøen-Brøttum 1351,2612,Sjusjøen,H0101,,Småhus,2008,D,Orange,2011-01-31T08:57:32.0000000,Simple,A2011-60496,181.7,,Tre,False,
0301,33,2773,1,,,,Holmenkollveien 79k,0784,Oslo,H0101,,Småhus,1991,D,Orange,2011-01-31T08:45:49.0000000,Simple,A2011-60493,228.4,,Tre,False,
5403,40,20,,,,,Saunaveien 9,9517,Alta,H0101,,Småhus,1952,F,Orange,2011-01-31T08:44:03.0000000,Simple,A2011-60492,346.79,,Tre,False,
5403,40,1,,9,,,Rafsbotenveien 86,9517,Alta,H0101,,Småhus,1985,E,Red,2011-01-31T08:34:41.0000000,Simple,A2011-60491,276.54,,Tre,False,
3025,40,1117,,1,,,Tverråsen 50,1397,Nesøya,H0101,,Småhus,1985,E,Orange,2011-01-31T08:33:03.0000000,Simple,A2011-60490,291.77,,Tre,False,
4203,306,146,,,,,St.Hansveien 10,4816,KOLBJØRNSVIK,H0101,,Småhus,1950,F,Orange,2011-01-31T08:31:21.0000000,Simple,A2011-60489,350.47,,Tre,False,
3401,49,128,,,,7145314,PERSVEGEN 1,2212,KONGSVINGER,H0101,,Småhus,1983,E,Orange,2011-01-31T08:30:02.0000000,Simple,A2011-60488,269.3,,Tre,False,
5403,32,280,,,,,Blåbærveien 14,9514,Alta,H0101,,Småhus,1987,E,Red,2011-01-31T08:23:03.0000000,Simple,A2011-60487,247.43,,Tre,False,
5054,132,164,,,,,Langmyrveien 7 A,7112,Hasselvika,H0101,992101288,Småhus,1973,F,Red,2011-01-31T07:51:23.0000000,Simple,A2011-60483,320.71,,Tre,False,
5054,132,164,,,,,Langmyrveien 7 A,7112,Hasselvika,H0101,992101288,Småhus,1973,F,Red,2011-01-31T07:46:49.0000000,Simple,A2011-60482,320.71,,Tre,False,
0301,225,154,,,95,,Krebs gt 16,0478,Oslo,h0201,,Boligblokker,1922,E,Orange,2011-01-31T07:44:42.0000000,Simple,A2011-60481,201.97,,Mur/tegl,False,
