Knr,Gnr,Bnr,Snr,Fnr,Andelsnummer,Bygningsnummer,GateAdresse,Postnummer,Poststed,BruksEnhetsNummer,Organisasjonsnummer,Bygningskategori,Byggear,Energikarakter,Oppvarmingskarakter,Utstedelsesdato,TypeRegistrering,Attestnummer,BeregnetLevertEnergiTotaltkWhm2,BeregnetFossilandel,Materialvalg,HarEnergiVurdering,EnergiVurderingDato
4601,121,511,,,,,Nordåsbrotet 109,5235,Rådal,H0102,,Boligblokker,1989,D,Red,2012-01-31T21:18:06.0000000,Simple,A2012-161447,177.24,,Betong,False,
3005,42,49,,,,193206808,GAMLE RIKSVEI 214,3055,KROKSTADELVA,H0101,,Småhus,1959,G,Red,2012-01-31T21:17:20.0000000,Simple,A2012-161446,524.94,,Mur/tegl,False,
3005,111,775,8,,,158576805,WÆRNERS GATE 11 H,3041,DRAMMEN,H0101,,Småhus,1947,F,Orange,2012-01-31T21:16:18.0000000,Simple,A2012-161445,452.4,,Tre,False,
5401,125,72,,,,,Stakkevollveien 348,9019,tromsø,H0101,,Småhus,1955,E,Orange,2012-01-31T21:09:10.0000000,Simple,A2012-161441,294.68,,Betong,False,
3030,94,70,,,,300086359,ELGTRÅKKET 29,2016,FROGNER,H0101,,Småhus,2010,A,Yellow,2012-01-31T21:05:29.0000000,Simple,A2012-161436,78.49,,Tre,False,
4614,26,750,,,,22840630,HYSTADBAKKJEN 58,5416,STORD,H0101,,Småhus,2002,D,Orange,2012-01-31T20:59:51.0000000,Simple,A2012-161434,178.79,,Tre,False,
0301,186,88,,,,80795114,ØVRE PRINSDALS VEI 30 B,1266,OSLO,H0101,,Småhus,1983,F,Red,2012-01-31T20:52:14.0000000,Simple,A2012-161418,325.37,,Tre,False,
3013,90,154,,,,147093136,HAGEVEIEN 2,1870,ØRJE,H0101,,Småhus,1959,G,Orange,2012-01-31T20:44:01.0000000,Simple,A2012-161412,475.59,,Mur/tegl,False,
4204,95,372,,,,21333085,FIDJEÅSEN 50,4639,KRISTIANSAND S,,,Småhus,2002,C,Orange,2012-01-31T20:42:16.0000000,Simple,A2012-161411,155.93,,Tre,False,
3014,80,207,,,,,Ibsensgt 7,1831,Askim,H0101,,Småhus,1952,G,Orange,2012-01-31T20:37:18.0000000,Simple,A2012-161409,537.28,,Mur/tegl,False,
1566,49,166,,,,300170136,NISTUTRØVEGEN 13,6652,SURNA,H0101,,Småhus,2010,C,Orange,2012-01-31T20:35:36.0000000,Simple,A2012-161407,146.89,,Tre,False,
3025,40,1461,,,,16240214,SUNDLIA 17,1397,NESØYA,H0101,,Småhus,1996,D,Orange,2012-01-31T20:32:16.0000000,Simple,A2012-161405,212.96,,Tre,False,
0301,144,331,2,,,80311265,Låveveien 28,0682,OSLO,H0102,,Småhus,1922,F,Orange,2012-01-31T20:30:46.0000000,Simple,A2012-161402,380.68,,Tre,False,
1106,28,875,4,,,171181186,Finnåsgata 9,5519,HAUGESUND,K0102,,Småhus,1918,G,Orange,2012-01-31T20:25:24.0000000,Simple,A2012-161398,620.79,,Tre,False,
1806,39,686,2,,,187356695,Mellomveien 5,8516,NARVIK,,,Småhus,1954,G,Orange,2012-01-31T20:09:30.0000000,Simple,A2012-161394,491.01,,Tre,False,
5001,410,132,18,,,,Fjorgata 10,7010,Trondheim,H0502,,Småhus,2006,D,Red,2012-01-31T19:54:32.0000000,Simple,A2012-161391,211.45,,Tre,False,
5001,410,132,17,,,,Fjordgata 10,7010,Trondheim,H0501,,Småhus,2006,D,Red,2012-01-31T19:48:05.0000000,Simple,A2012-161390,211.45,,Tre,False,
5001,410,132,11,,,,Fjorgata 10,7010,Trondheim,H0305,,Småhus,2006,D,Red,2012-01-31T19:41:46.0000000,Simple,A2012-161389,215.14,,Tre,False,
0301,38,328,,,271,38992953772,Sørkedalsveien 9b,0369,Oslo,H0701,,Boligblokker,2008,D,Red,2012-01-31T19:41:29.0000000,Simple,A2012-161388,184.78,,Betong,False,
5001,9,687,,,,182743879,PINEBERGVEGEN 7 B,7045,TRONDHEIM,H0101,,Småhus,1966,E,Red,2012-01-31T19:36:32.0000000,Simple,A2012-161385,284.94,,Tre,False,
1103,28,3364,,,,4765338,MAIBLOMTUNET 11,4027,STAVANGER,H0101,,Småhus,1995,D,Orange,2012-01-31T19:34:29.0000000,Simple,A2012-161384,236.33,,Tre,False,
3004,214,148,,,6,,Søndre Toppen 3,1615,Fredrikstad,H0101,947673106,Småhus,1967,G,Orange,2012-01-31T19:33:22.0000000,Simple,A2012-161382,499.92,,Tre,False,
5001,410,132,2,,,,Fjordgata 10,7010,Trondheim,H0201,,Småhus,2006,D,Red,2012-01-31T19:33:18.0000000,Simple,A2012-161381,212.21,,Tre,False,
5001,79,21,,,414,,Othilienborgvegen 53b,7033,Trondheim,H0302,,Boligblokker,1967,G,Red,2012-01-31T19:30:22.0000000,Simple,A2012-161380,379.31,,Betong,False,
3034,18,11,,,,151450083,EIDSVOLLVEGEN 668,2170,FENSTAD,H0101,,Småhus,1956,F,Orange,2012-01-31T19:26:31.0000000,Simple,A2012-161378,469.87,,Tre,False,
3007,47,237,,,28,,Sagatunveien 28,3517,Hønefoss,H0101,,Småhus,1989,E,Orange,2012-01-31T19:25:49.0000000,Simple,A2012-161377,295.35,,Tre,False,
1804,31,712,,,,15084065,AMTMANN THEISENS VEI 28,8009,BODØ,H0101,,Småhus,1963,E,Orange,2012-01-31T19:17:55.0000000,Simple,A2012-161373,266.86,,Tre,False,
4601,164,46,14,,,23584727,Baneveien 35,5010,BERGEN,H0307,,Boligblokker,2007,D,Red,2012-01-31T19:15:13.0000000,Simple,A2012-161371,173.24,,Betong,False,
3403,1,1384,2,,,17816195,Nedre Briskebyveg 1,2321,HAMAR,H0202,,Småhus,2006,D,Red,2012-01-31T19:13:50.0000000,Simple,A2012-161370,231.12,,Tre,False,
5406,16,208,,,,192415772,MARKVEIEN 7,9610,RYPEFJORD,H0101,,Småhus,1971,E,Orange,2012-01-31T19:12:44.0000000,Simple,A2012-161369,310.67,,Tre,False,
3412,224,143,4,,,21006254,SLIPERVEGEN 39 D,2345,ÅDALSBRUK,H0101,,Småhus,2006,D,Red,2012-01-31T19:11:33.0000000,Simple,A2012-161367,201.34,,Tre,False,
1121,23,636,,,,24711897,GRASDALEN 12,4340,BRYNE,H0101,,Småhus,2010,B,Lightgreen,2012-01-31T19:06:52.0000000,Simple,A2012-161366,93.13,,Mur/tegl,False,
0301,191,85,,,119,,Åsbråtstien 14a,1251,oslo,H0101,948608936,Småhus,1984,F,Lightgreen,2012-01-31T19:06:35.0000000,Simple,A2012-161365,326.53,,Tre,False,
3024,14,711,,,,17250000,FAGERSTRANDVEIEN 35,1368,STABEKK,H0101,,Småhus,1971,E,Orange,2012-01-31T19:02:23.0000000,Simple,A2012-161362,292.73,,Tre,False,
4205,52,361,,,,20672188,OKSEVOLLVEIEN 51,4514,MANDAL,H0101,,Småhus,2001,D,Orange,2012-01-31T18:49:51.0000000,Simple,A2012-161357,187.55,,Tre,False,
5028,31,78,,,,22014501,KLEMMETS VEG 188,7227,GIMSE,H0101,,Småhus,2008,C,Orange,2012-01-31T18:49:46.0000000,Simple,A2012-161356,138.08,,Tre,False,
5403,26,45,,,,19911276,Ulveveien 19,9512,ALTA,H0101,,Småhus,2002,D,Red,2012-01-31T18:46:06.0000000,Simple,A2012-161354,225.94,,Tre,False,
3002,1,1796,,,11,,Strandpromenaden 120,1516,Moss,H0101,,Boligblokker,1967,F,Red,2012-01-31T18:43:10.0000000,Simple,A2012-161352,303.63,,Mur/tegl,False,
5001,411,203,,,13,,Lademoen Kirkealle 9B,7042,Trondheim,H0301,,Boligblokker,1954,G,Orange,2012-01-31T18:42:27.0000000,Simple,A2012-161351,497.44,,Betong,False,
3004,210,280,,,3,,Roald Amundsensvei 54B,1654,Sellebakk,H0101,,Småhus,1988,E,Red,2012-01-31T18:39:42.0000000,Simple,A2012-161349,289.76,,Tre,False,
0301,99,299,,,,80672195,ELLEN GLEDITSCH' VEI 114,0987,OSLO,H0101,,Småhus,1971,F,Orange,2012-01-31T18:37:51.0000000,Simple,A2012-161342,417,,Tre,False,
4601,160,745,,,0024,,Nordahl Rolfsensvei 23 C,5094,Bergen,H0401,954 473 805,Boligblokker,1956,G,Orange,2012-01-31T18:32:38.0000000,Simple,A2012-161333,392.25,,Mur/tegl,False,
3806,39,243,,,,300075992,Røralia 6,3949,Porsgrunn,H0101,,Småhus,2010,C,Orange,2012-01-31T18:23:11.0000000,Simple,A2012-161316,126.42,,Tre,False,
3021,108,296,,,,149116230,FOSSEKALLEN 8,1407,VINTERBRO,H0101,,Småhus,1977,E,Orange,2012-01-31T18:21:32.0000000,Simple,A2012-161314,285.86,,Tre,False,
5401,200,2429,3,,,22378953,HJALMAR JOHANSENS GATE 101,9007,TROMSØ,,,Boligblokker,2003,D,Lightgreen,2012-01-31T18:20:59.0000000,Simple,A2012-161313,174.73,,Tre,False,
0301,76,5,40,,,,Grefsenveien 30b,0485,Oslo,h0502,,Boligblokker,1935,G,Red,2012-01-31T18:15:34.0000000,Simple,A2012-161309,676.59,,Betong,False,
4627,12,963,,,,13616744,MARIHAUGEN 15,5302,STRUSSHAMN,H0101,,Småhus,1972,E,Orange,2012-01-31T18:12:56.0000000,Simple,A2012-161308,317.01,,Tre,False,
3025,1,457,,,,21927430,HAUKEVEIEN 16,3475,SÆTRE,H0101,,Småhus,2001,D,Orange,2012-01-31T18:09:09.0000000,Simple,A2012-161306,188.85,,Tre,False,
1106,3,103,,,,18704218,LARS SKJOLDS GATE 7,5534,HAUGESUND,H0101,,Småhus,2006,C,Lightgreen,2012-01-31T18:08:52.0000000,Simple,A2012-161305,162.25,,Tre,False,
0301,141,36,,,98,,Haugerudhagan 82,0673,Oslo,H0311,990253331,Boligblokker,2008,F,Red,2012-01-31T18:05:13.0000000,Simple,A2012-161304,290.07,,Betong,False,
5403,40,189,,,,11665586,SOLBAKKVEIEN 2,9517,ALTA,H0101,,Småhus,1988,D,Orange,2012-01-31T18:00:35.0000000,Simple,A2012-161299,228.99,,Tre,False,
3025,49,124,,,,149815023,UNDELSTAD TERRASSE 23 A,1387,ASKER,H0101,,Småhus,1962,F,Red,2012-01-31T18:00:28.0000000,Simple,A2012-161298,338.08,,Tre,False,
1103,54,1069,25,,,300082425,Breivikveien 29A,4014,STAVANGER,,,Boligblokker,2010,D,Red,2012-01-31T17:50:21.0000000,Simple,A2012-161289,143.66,,Betong,False,
3806,61,278,,,,8439133,Venusvegen 23,3942,PORSGRUNN,,,Småhus,2001,C,Orange,2012-01-31T17:47:58.0000000,Simple,A2012-161288,156.3,,Tre,False,
3025,22,186,,,,,Lerkesvingen 20,3440,Røyken,H0101,,Småhus,1971,E,Orange,2012-01-31T17:45:51.0000000,Simple,A2012-161284,282.47,,Tre,False,
3025,40,604,83,,,149837671,ØVERBERGVEIEN 31 A,1397,NESØYA,H0101,,Småhus,1963,F,Orange,2012-01-31T17:37:02.0000000,Simple,A2012-161279,352.92,,Tre,False,
4626,34,428,,,,12197365,STEINSVIKHAUGANE 24,5353,STRAUME,H0101,,Småhus,1992,D,Orange,2012-01-31T17:32:13.0000000,Simple,A2012-161276,226.54,,Tre,False,
3026,192,644,,,,,bokfinkvn 9,1930,aurskog,H0101,,Småhus,1966,F,Red,2012-01-31T17:27:22.0000000,Simple,A2012-161275,466.89,,Tre,False,
5001,105,104,3,,,,Leirbruvegen 42,7026,Trondheim,H0101,,Småhus,1997,D,Orange,2012-01-31T17:24:36.0000000,Simple,A2012-161273,231.33,,Tre,False,
3001,69,178,,,,6188990,GRIMSRØDHØGDA 87,1786,HALDEN,H0101,,Småhus,1936,G,Orange,2012-01-31T17:24:11.0000000,Simple,A2012-161272,641.14,,Tre,False,
0301,227,88,,13,13,,Dælenenggata 16a,0567,Oslo,H0402,966396911,Boligblokker,1934,G,Red,2012-01-31T17:19:23.0000000,Simple,A2012-161270,490.58,,Betong,False,
4207,139,90,,,,8982872,ØVREVOLL 14,4438,SIRA,H0101,,Småhus,1981,D,Orange,2012-01-31T17:16:13.0000000,Simple,A2012-161268,215.83,,Tre,False,
3407,61,159,,,,155606797,Strandgata 13 A,2815,GJØVIK,,,Kontorbygg,1970,D,Red,2012-01-31T17:13:08.0000000,Simple,A2012-161267,181,,,False,
1506,66,81,,,,13469857,ØYGARDSVEGEN 34,6453,KLEIVE,H0101,,Småhus,1981,F,Orange,2012-01-31T16:52:44.0000000,Simple,A2012-161265,368.35,,Tre,False,
3443,241,22,,,,157189182,INDUSTRIVEGEN 5,2840,REINSVOLL,H0101,,Småhus,1980,F,Lightgreen,2012-01-31T16:38:40.0000000,Simple,A2012-161259,377.35,,Tre,False,
3420,30,209,,,3,,Hestehagen 1c,2407,Elverum,H 0103,,Boligblokker,2005,C,Lightgreen,2012-01-31T16:33:28.0000000,Simple,A2012-161257,109.59,,Tre,False,
0301,144,1188,,,"173 ",,Kranveien 11,0684,Oslo,H0102,950084723,Boligblokker,1963,G,Red,2012-01-31T16:30:25.0000000,Simple,A2012-161256,906.73,,Mur/tegl,False,
1520,14,113,,,,179803828,PRESTEBRAUTA 3,6150,ØRSTA,H0101,,Småhus,1922,G,Red,2012-01-31T16:26:54.0000000,Simple,A2012-161253,504.49,,Tre,False,
3024,93,607,,,,16125172,Nerhavna 3,1349,Rykkinn,H0101,974642891,Boligblokker,1973,F,Red,2012-01-31T15:51:45.0000000,Simple,A2012-161237,287.65,,Tre,False,
5001,57,83,,,,,Reidulvs gate 6,7052,Trondheim,H0101,,Småhus,1929,G,Red,2012-01-31T15:38:49.0000000,Simple,A2012-161231,476.39,,Tre,False,
1124,36,355,,,,171971136,HELLEVEGEN 6,4052,RØYNEBERG,H0101,,Småhus,1976,E,Orange,2012-01-31T15:21:59.0000000,Simple,A2012-161218,236.52,,Tre,False,
5037,275,536,,,,,Klivlebakken 11,7600,Levanger,H0101,,Småhus,1970,F,Orange,2012-01-31T15:13:48.0000000,Simple,A2012-161214,355.78,,Tre,False,
0301,11,164,,,,80618360,FÅDVEIEN 18 B,0751,OSLO,H0101,,Småhus,1950,F,Red,2012-01-31T15:06:58.0000000,Simple,A2012-161209,416.8,,Tre,False,
5406,17,145,,,,,Rørvikveien 28 D,9610,Rypefjord,H0101,,Småhus,1985,F,Orange,2012-01-31T15:05:25.0000000,Simple,A2012-161204,362.64,,Tre,False,
3044,68,114,,,,160070293,Verpestølvegen 236,3593,USTAOSET,,,Småhus,1972,F,Red,2012-01-31T15:03:30.0000000,Simple,A2012-161201,463.45,,Tre,False,
0301,160,833,,,,81450730,SKURONNVEIEN 43,0681,OSLO,H0101,,Småhus,1962,F,Orange,2012-01-31T15:02:19.0000000,Simple,A2012-161199,363.16,,Tre,False,
3006,7717,204,3,,,20136219,RUGDEVEIEN 52,3617,KONGSBERG,H0101,,Småhus,1998,D,Orange,2012-01-31T15:00:58.0000000,Simple,A2012-161196,225.81,,Tre,False,
3025,33,119,,,,149938036,Johs. Hartmanns vei 4 A,1395,HVALSTAD,,,Småhus,1976,D,Orange,2012-01-31T14:58:02.0000000,Simple,A2012-161193,226.82,,Tre,False,
4601,167,1381,4,,,139321782,FORSTANDERSMAUET 2 A,5003,BERGEN,,,Boligblokker,1890,E,Red,2012-01-31T14:56:15.0000000,Simple,A2012-161190,221.28,,Tre,False,
0301,211,166,16,,,,Niels Juels gate 4b,0272,Oslo,H0501,,Boligblokker,1986,E,Orange,2012-01-31T14:55:52.0000000,Simple,A2012-161188,222.27,,Mur/tegl,False,
4643,27,118,,,40,,Vollevegen 38A,6885,Årdalstangen,U0101,948652412,Boligblokker,1952,G,Orange,2012-01-31T14:28:21.0000000,Simple,A2012-161163,366.9,,Betong,False,
3411,176,17,,,,152361491,MEIERILYKKJA 22,2355,GAUPEN,H0101,,Småhus,1971,E,Red,2012-01-31T14:28:19.0000000,Simple,A2012-161162,294.38,,Tre,False,
3024,35,153,,,,6683576,Grini Næringspark 13,1361,ØSTERÅS,,,Kontorbygg,1974,D,Red,2012-01-31T14:27:54.0000000,Simple,A2012-161161,172.7,,,True,
3024,5,86,,,,6693474,Durudveien 68,1346,Gjettum,H0101,974642891,Småhus,1972,F,Orange,2012-01-31T14:25:55.0000000,Simple,A2012-161160,314.18,,Betong,False,
4601,158,294,1,,,,Rogagaten 11 A,5055,Bergen,H0101,,Småhus,1928,G,Red,2012-01-31T14:20:58.0000000,Simple,A2012-161153,566.66,,Tre,False,
0301,229,127,,,128,,Sarsgate 70,0564,Oslo,H0201,948.322.536,Boligblokker,1940,F,Red,2012-01-31T14:05:26.0000000,Simple,A2012-161136,364.34,,Betong,False,
0301,32,243,,,,80086768,BERNHARD HERRES VEI 39,0376,OSLO,H0101,,Småhus,1931,F,Red,2012-01-31T14:03:14.0000000,Simple,A2012-161132,447.75,,Tre,False,
3029,107,2224,,,,6852130,STAVIKBAKKEN 2,1472,FJELLHAMAR,H0101,,Småhus,1986,E,Orange,2012-01-31T13:55:36.0000000,Simple,A2012-161120,273.15,,Tre,False,
5038,16,100,,,,185939715,EVENTYRVEGEN 7,7650,VERDAL,H0101,,Småhus,1962,F,Orange,2012-01-31T13:54:28.0000000,Simple,A2012-161118,393.01,,Tre,False,
4204,98,123,,,,168324367,BALCHENS VEI 9,4656,HAMRESANDEN,H0101,,Småhus,1961,F,Orange,2012-01-31T13:53:44.0000000,Simple,A2012-161117,315.62,,Tre,False,
1121,2,572,,,,171749379,KONG MAGNUS GATE 7,4340,BRYNE,H0101,,Småhus,1977,F,Orange,2012-01-31T13:53:31.0000000,Simple,A2012-161116,318.88,,Tre,False,
1103,21,1149,,,,4312317,haugåsveien 30C,4016,Stavanger,h0101,,Småhus,1953,F,Orange,2012-01-31T13:52:16.0000000,Simple,A2012-161115,337.3,,Tre,False,
3005,34,128,,,,,EINAR HAFLANS VEI 98,3036,DRAMMEN,H0101,968757954,Småhus,2011,D,Green,2012-01-31T13:48:42.0000000,Simple,A2012-161109,191.21,,Tre,False,
3025,37,122,,,,161003344,AUKEVEIEN 73,3472,BØDALEN,H0101,,Småhus,1968,F,Orange,2012-01-31T13:39:02.0000000,Simple,A2012-161096,335.65,,Tre,False,
4601,166,1560,,,,139308409,SØNDRE BELLEVUEVEIEN 4,5019,BERGEN,H0101,,Småhus,1922,G,Red,2012-01-31T13:28:54.0000000,Simple,A2012-161090,502.88,,Tre,False,
3024,6,148,9,,,16149969,Durudveien 68,1346,Gjettum,H0101,974642891,Småhus,1954,F,Orange,2012-01-31T13:17:01.0000000,Simple,A2012-161076,359.98,,Tre,False,
3024,55,103,,,,16114103,Nedre Åsvei 71,1341,Slependen,H0101,974642891,Småhus,1996,D,Red,2012-01-31T13:09:37.0000000,Simple,A2012-161070,217.85,,Tre,False,
0301,9,463,,,,80886160,BESTUMVEIEN 86 A,0283,OSLO,H0101,,Småhus,1983,F,Red,2012-01-31T13:08:40.0000000,Simple,A2012-161069,317.82,,Betong,False,
3025,37,122,2,,,,Aukeveien 75,3472,Bødalen,H0101,,Småhus,1954,F,Red,2012-01-31T13:04:57.0000000,Simple,A2012-161064,472.47,,Tre,False,
3024,83,28,,,,16208566,Løkkeåsveien 4,1337,Sandvika,H0101,974642891,Småhus,1898,G,Orange,2012-01-31T13:04:08.0000000,Simple,A2012-161061,588.82,,Tre,False,
3049,123,87,,,,,Lønneveien 4,3408,Tranby,H0101,,Småhus,1971,F,Orange,2012-01-31T13:03:22.0000000,Simple,A2012-161060,328.05,,Tre,False,
3805,2091,47,,,,,Kveldeveien 264,3282,Kvelde,H0101,,Småhus,2008,B,Red,2012-01-31T12:49:34.0000000,Simple,A2012-161052,117.81,,Tre,False,
3024,89,91,,,,16198307,Haugerkroken 6,1352,Kolsås,H0102,974642891,Småhus,1950,F,Red,2012-01-31T12:43:20.0000000,Simple,A2012-161046,380.56,,Tre,False,
5401,14,112,,,,190710394,Kvartsvegen 39,9022,KROKELVDALEN,H0101,948679434,Småhus,1973,E,Orange,2012-01-31T12:31:39.0000000,Simple,A2012-161038,271.71,,Tre,False,
3802,265,18,,,,163464594,HOFVEIEN 4,3092,SUNDBYFOSS,H0101,,Småhus,1956,G,Orange,2012-01-31T12:29:47.0000000,Simple,A2012-161036,507.97,,Mur/tegl,False,
3006,7717,70,,,,158955849,DYRGRAVVEIEN 43,3617,KONGSBERG,H0101,,Småhus,1973,F,Orange,2012-01-31T12:24:56.0000000,Simple,A2012-161032,374.54,,Mur/tegl,False,
0301,145,44,,,56,,Eftasåsen 77,0687,Oslo,H0101,,Småhus,1963,F,Red,2012-01-31T12:24:00.0000000,Simple,A2012-161031,399.68,,Tre,False,
3024,20,1072,,,,17194429,Fagertunveien 131,1362,Hosle,H0101,974642891,Småhus,1970,E,Orange,2012-01-31T12:20:44.0000000,Simple,A2012-161027,290.35,,Tre,False,
3024,21,995,,,,18545233,Elgefaret 80,1362,Hosle,H0101,974642891,Småhus,1970,F,Orange,2012-01-31T12:14:32.0000000,Simple,A2012-161024,401.55,,Tre,False,
5028,96,60,,,,,Loddgårdstrøa 61,7224,Melhus,H0101,,Småhus,1990,D,Red,2012-01-31T12:12:22.0000000,Simple,A2012-161021,215.37,,Tre,False,
3024,11,591,,,,18553651,PLAHTESKOGEN 19,1363,HØVIK,H0101,,Småhus,1997,C,Lightgreen,2012-01-31T12:02:01.0000000,Simple,A2012-161017,135.4,,Tre,False,
3024,20,1072,,,,17194429,Fagertunveien 131,1362,Hosle,H0101,974642891,Småhus,1970,E,Orange,2012-01-31T11:56:44.0000000,Simple,A2012-161015,290.35,,Tre,False,
3050,12,2,,60,,8088934,"GJELLERUD SØNDRE, TOMT NR. 3-F",3623,LAMPELAND,,,Småhus,1987,F,Orange,2012-01-31T11:53:18.0000000,Simple,A2012-161013,353.15,,Tre,False,
3025,7,263,,,,149907084,DRENGSRUDHAGEN 122,1385,ASKER,,,Småhus,1983,F,Orange,2012-01-31T11:52:53.0000000,Simple,A2012-161012,348.43,,Tre,False,
3024,21,995,,,,18545233,Elgefaret 80,1362,Hosle,H0101,974642891,Småhus,1970,F,Orange,2012-01-31T11:51:32.0000000,Simple,A2012-161011,325.29,,Tre,False,
1833,22,36,,,,,Nils Eriksensvei 3,8624,Mo i Rana,H0101,,Småhus,1949,G,Orange,2012-01-31T11:39:25.0000000,Simple,A2012-161006,551.06,,Tre,False,
3802,114,202,,,24,,Porfyrsvingen 42,3070,SANDE,H0101,,Småhus,1081,G,Orange,2012-01-31T11:38:09.0000000,Simple,A2012-161005,692.05,,Tre,False,
1505,5,532,,,,,Storskarven 52,6514,Kristiansund,H0101,,Småhus,1887,D,Orange,2012-01-31T11:37:54.0000000,Simple,A2012-161004,226.6,,Tre,False,
