Dato;Pris;Fellesgjeld;Totalpris;BRA;Boligtype;Eieform;Byggeår;Fylke;Kommune;CityDistrict;Etasje;Soverom;Tomtestørrelse
2022-02-01;3350000;0;3350000;53;Leilighet;Selveier;2013;Vestland;BERGEN;Årstad;2;2;4739,3
2022-02-01;3900000;0;3900000;86;Leilighet;Selveier;2015;Vestland;BJØRNAFJORDEN;NULL;2;2;10176,3
2022-02-01;5800000;0;5800000;187;Rekkehus;Selveier;1962;Vestland;BERGEN;Laksevåg;NULL;4;1037,7
2022-02-01;4190000;0;4190000;196;Tomannsbolig;Selveier;2007;Vestland;ASKØY;NULL;NULL;4;810
2022-02-01;4210000;0;4210000;80;Leilighet;Selveier;2007;Vestland;BERGEN;Ytrebygda;2;2;3336,2
2022-02-01;2810000;0;2810000;61;Leilighet;Selveier;1937;Vestland;BERGEN;Årstad;2;2;387,8
2022-02-01;5220000;0;5220000;120;Leilighet;Selveier;2008;Vestland;BERGEN;Ytrebygda;2;3;2630,5
2022-02-01;2850000;0;2850000;77;Leilighet;Selveier;2001;Vestland;ASKØY;NULL;2;2;7375,6
2022-02-01;3170000;0;3170000;60;Leilighet;Selveier;1952;Vestland;BERGEN;Laksevåg;1;2;977,2
2022-02-01;3300000;0;3300000;104;Rekkehus;Selveier;2010;Vestland;ØYGARDEN;NULL;NULL;3;9204
2022-02-01;7750000;0;7750000;133;Enebolig;Selveier;1929;Vestland;BERGEN;Årstad;NULL;2;421,4
2022-02-01;5400000;0;5400000;159;Tomannsbolig;Selveier;2012;Vestland;ASKØY;NULL;NULL;4;798
2022-02-01;3965000;0;3965000;140;Enebolig;Selveier;1987;Vestland;BERGEN;Fana;NULL;4;10320
2022-02-01;2900000;0;2900000;116;Tomannsbolig;Selveier;2007;Vestland;ASKØY;NULL;NULL;3;1015
2022-02-01;1400000;6248;1406248;27;Leilighet;Selveier;1990;Vestland;BERGEN;Ytrebygda;2;1;9749,8
2022-02-01;6500000;0;6500000;138;Tomannsbolig;Selveier;2022;Vestland;BERGEN;Åsane;NULL;3;2843
2022-02-01;3500000;0;3500000;84;Leilighet;Selveier;2013;Vestland;BERGEN;Fana;3;2;5767
2022-02-01;3740000;35000;3775000;79;Leilighet;Selveier;2013;Vestland;BERGEN;Fyllingsdalen;2;3;8150,4
2022-02-01;11050000;0;11050000;353;Tomannsbolig;Selveier;1892;Vestland;BERGEN;Bergenhus;NULL;7;308,3
2022-02-01;8000000;0;8000000;335;Enebolig;Selveier;1998;Vestland;BJØRNAFJORDEN;NULL;NULL;5;1151,1
2022-02-01;3750000;4221;3754221;104;Leilighet;Selveier;1993;Vestland;BJØRNAFJORDEN;NULL;1;2;35743,8
2022-02-01;3920000;0;3920000;72;Leilighet;Selveier;1965;Vestland;BERGEN;Bergenhus;1;2;1301
2022-02-01;4300000;0;4300000;124;Leilighet;Selveier;2017;Vestland;BERGEN;Åsane;3;4;1640,3
2022-02-01;2790000;0;2790000;64;Leilighet;Selveier;1954;Vestland;BERGEN;Åsane;1;2;681,4
2022-02-01;2800000;0;2800000;73;Leilighet;Selveier;2003;Vestland;BJØRNAFJORDEN;NULL;2;2;2298,1
2022-02-01;5050000;0;5050000;112;Leilighet;Selveier;2003;Vestland;BERGEN;Fana;2;3;23008,6
2022-02-01;13500000;0;13500000;235;Enebolig;Selveier;1920;Vestland;BERGEN;Fana;NULL;3;1798,2
2022-02-01;4845000;0;4845000;94;Leilighet;Selveier;2021;Vestland;BERGEN;Fyllingsdalen;1;3;732,1
2022-02-01;3650000;0;3650000;75;Leilighet;Selveier;2003;Vestland;BERGEN;Åsane;2;2;4954,1
2022-02-01;2100000;0;2100000;75;Leilighet;Selveier;2004;Vestland;ALVER;NULL;1;2;970,9
2022-02-01;5350000;0;5350000;165;Enebolig;Selveier;1984;Vestland;BERGEN;Laksevåg;NULL;5;602,2
2022-02-01;5900000;0;5900000;131;Tomannsbolig;Selveier;2021;Vestland;ASKØY;NULL;NULL;3;993
2022-02-01;1590000;0;1590000;31;Leilighet;Selveier;1972;Vestland;BERGEN;Åsane;2;1;1159,9
2022-02-01;3590000;0;3590000;124;Tomannsbolig;Selveier;2016;Vestland;ØYGARDEN;NULL;NULL;4;866
2022-02-01;2250000;0;2250000;38;Leilighet;Selveier;1880;Vestland;BERGEN;Bergenhus;1;1;165,5
2022-02-01;3100000;0;3100000;52;Leilighet;Selveier;2012;Vestland;BERGEN;Fana;4;1;4885,5
2022-02-01;2535000;0;2535000;66;Leilighet;Selveier;1990;Vestland;ALVER;NULL;1;2;1573,9
2022-02-01;3900000;NULL;3900000;63;Leilighet;Selveier;1938;Vestland;BERGEN;Årstad;1;2;722,6
2022-02-01;3350000;0;3350000;105;Tomannsbolig;Selveier;2007;Vestland;ASKØY;NULL;NULL;3;1203
2022-02-01;2700000;0;2700000;90;Rekkehus;Selveier;2015;Vestland;ØYGARDEN;NULL;NULL;3;2037
2022-02-01;3250000;0;3250000;79;Leilighet;Selveier;1909;Vestland;BERGEN;Fyllingsdalen;2;3;901,1
2022-02-01;2620000;0;2620000;52;Leilighet;Selveier;2018;Vestland;ALVER;NULL;2;2;11604,1
2022-02-01;4200000;0;4200000;81;Leilighet;Selveier;2019;Vestland;BERGEN;Fana;2;2;3919,2
2022-02-01;2975000;NULL;2975000;84;Leilighet;Selveier;2008;Vestland;ASKØY;NULL;2;2;7950,3
2022-02-01;3490000;0;3490000;116;Tomannsbolig;Selveier;2014;Vestland;ØYGARDEN;NULL;NULL;3;158,7
2022-02-01;2800000;0;2800000;52;Leilighet;Selveier;2005;Vestland;BERGEN;Ytrebygda;1;1;1854,7
2022-02-01;4750000;0;4750000;103;Leilighet;Selveier;2008;Vestland;BERGEN;Ytrebygda;1;2;4685,6
2022-02-01;3350000;74632;3424632;54;Leilighet;Aksjeleilighet;1956;Vestland;BERGEN;Bergenhus;2;2;590,8
2022-02-01;2925000;128671;3053671;69;Leilighet;Selveier;1929;Vestland;BERGEN;Laksevåg;1;2;958
2022-02-01;2335000;208392;2543392;33;Leilighet;Borettslag;1957;Vestland;BERGEN;Årstad;4;NULL;12766,6
2022-02-01;3185000;0;3185000;76;Leilighet;Selveier;1994;Vestland;BERGEN;Fana;3;2;1548,8
2022-02-01;2950000;292581;3242581;75;Leilighet;Aksjeleilighet;1949;Vestland;BERGEN;Årstad;3;2;2803,3
2022-02-01;4350000;0;4350000;191;Enebolig;Selveier;1966;Vestland;BERGEN;Åsane;NULL;3;1102,4
2022-02-01;7150000;NULL;7150000;184;Enebolig;Selveier;1996;Vestland;BERGEN;Åsane;NULL;4;370,8
2022-02-01;5300000;0;5300000;88;Leilighet;Selveier;1934;Vestland;BERGEN;Bergenhus;2;2;219,4
2022-02-01;3000000;75200;3075200;51;Leilighet;Aksjeleilighet;1947;Vestland;BERGEN;Årstad;NULL;2;12323,5
2022-02-01;6615000;0;6615000;129;Rekkehus;Selveier;1967;Vestland;BERGEN;Bergenhus;NULL;3;139,2
2022-02-01;2320000;35956;2355956;44;Leilighet;Borettslag;1948;Vestland;BERGEN;Bergenhus;1;NULL;1617,6
2022-02-01;4200000;0;4200000;56;Leilighet;Selveier;2001;Vestland;BERGEN;Bergenhus;4;1;380,6
2022-02-01;3300000;18790;3318790;68;Leilighet;Borettslag;1992;Vestland;BERGEN;Årstad;3;2;NULL
2022-02-01;2450000;0;2450000;33;Leilighet;Selveier;2012;Vestland;BERGEN;Årstad;4;1;4739,3
2022-02-01;3100000;67749;3167749;76;Leilighet;Aksjeleilighet;1958;Vestland;BERGEN;Årstad;2;2;3937,5
2022-02-01;2600000;192441;2792441;67;Leilighet;Aksjeleilighet;1956;Vestland;BERGEN;Årstad;3;2;4238,4
2022-01-01;5800000;0;5800000;134;Rekkehus;Selveier;1966;Vestland;BERGEN;Bergenhus;NULL;3;204,1
2022-01-01;6250000;0;6250000;155;Tomannsbolig;Selveier;1911;Vestland;BERGEN;Årstad;2;6;491
2022-01-01;4500000;0;4500000;99;Enebolig;Selveier;1967;Vestland;BERGEN;Laksevåg;NULL;3;919,6
2022-01-01;2600000;0;2600000;50;Leilighet;Selveier;2019;Vestland;BJØRNAFJORDEN;NULL;3;2;2348,2
2022-01-01;8075000;0;8075000;221;Enebolig;Selveier;1964;Vestland;BERGEN;Fyllingsdalen;NULL;4;1029
2022-01-01;1900000;0;1900000;198;Enebolig;Selveier;1989;Vestland;VAKSDAL;NULL;NULL;4;1588,5
2022-01-01;2680000;0;2680000;69;Leilighet;Selveier;2009;Vestland;BJØRNAFJORDEN;NULL;3;2;1182,9
2022-01-01;2600000;0;2600000;56;Leilighet;Borettslag;1991;Vestland;BERGEN;Fyllingsdalen;2;1;21342
2022-01-01;3230000;0;3230000;43;Leilighet;Selveier;2018;Vestland;BERGEN;Ytrebygda;5;1;2717,2
2022-01-01;2750000;0;2750000;75;Leilighet;Selveier;2003;Vestland;BJØRNAFJORDEN;NULL;2;2;2298,1
2022-01-01;6450000;0;6450000;130;Rekkehus;Selveier;2011;Vestland;BERGEN;Ytrebygda;NULL;3;168,3
2022-01-01;3200000;0;3200000;53;Leilighet;Selveier;2012;Vestland;BERGEN;Årstad;3;1;2957,5
2022-01-01;6800000;0;6800000;243;Enebolig;Selveier;1978;Vestland;BERGEN;Fyllingsdalen;NULL;4;1138,1
2022-01-01;5500000;0;5500000;142;Rekkehus;Selveier;2016;Vestland;BERGEN;Fana;NULL;3;56,3
2022-01-01;2520000;0;2520000;31;Leilighet;Selveier;1999;Vestland;BERGEN;Bergenhus;5;1;164,5
2022-01-01;2550000;637836;3187836;80;Leilighet;Aksjeleilighet;1951;Vestland;BERGEN;Årstad;NULL;2;5971,9
2022-01-01;2650000;0;2650000;66;Leilighet;Selveier;2011;Vestland;BJØRNAFJORDEN;NULL;1;2;1497
2022-01-01;2400000;0;2400000;67;Leilighet;Selveier;2016;Vestland;OSTERØY;NULL;3;2;2255,4
2022-01-01;3140000;0;3140000;70;Leilighet;Selveier;2018;Vestland;ALVER;NULL;2;2;11604,1
2022-01-01;3800000;0;3800000;146;Rekkehus;Selveier;2019;Vestland;ØYGARDEN;NULL;NULL;3;1262
2022-01-01;2280000;100829;2380829;91;Leilighet;Selveier;1894;Vestland;BERGEN;Åsane;3;2;3836,2
2022-01-01;3520000;0;3520000;45;Leilighet;Selveier;2011;Vestland;BERGEN;Årstad;2;1;2393,7
2022-01-01;3600000;0;3600000;186;Enebolig;Selveier;1969;Vestland;BERGEN;Arna;NULL;3;1561,8
2022-01-01;1650000;930210;2580210;78;Leilighet;Borettslag;2009;Vestland;ØYGARDEN;NULL;NULL;2;11126,8
2022-01-01;2780000;191468;2971468;68;Leilighet;Selveier;1984;Vestland;BERGEN;Laksevåg;1;1;9920,8
2022-01-01;3650000;0;3650000;91;Leilighet;Selveier;1950;Vestland;BERGEN;Fana;2;3;8369
2022-01-01;4800000;0;4800000;131;Leilighet;Selveier;2003;Vestland;BERGEN;Fana;2;4;1936,9
2022-01-01;4500000;0;4500000;71;Leilighet;Selveier;2017;Vestland;BERGEN;Årstad;5;2;8530,2
2022-01-01;4900000;0;4900000;188;Enebolig;Selveier;1966;Vestland;BERGEN;Fana;NULL;6;1236
2022-01-01;8100000;0;8100000;171;Enebolig;Selveier;2019;Vestland;BERGEN;Fana;NULL;4;665,9
2022-01-01;5800000;0;5800000;137;Enebolig;Selveier;1970;Vestland;ASKØY;NULL;NULL;3;1171,5
2022-01-01;2750000;62145;2812145;58;Leilighet;Borettslag;1975;Vestland;BERGEN;Åsane;2;1;36675,2
2022-01-01;2410000;0;2410000;36;Leilighet;Selveier;2006;Vestland;BERGEN;Bergenhus;3;NULL;472
2022-01-01;3330000;0;3330000;180;Enebolig;Selveier;2005;Vestland;ØYGARDEN;NULL;NULL;4;1183,6
2022-01-01;2185000;82180;2267180;26;Leilighet;Selveier;1874;Vestland;BERGEN;Bergenhus;1;1;165,2
2022-01-01;8850000;0;8850000;269;Enebolig;Selveier;1967;Vestland;BERGEN;Fana;NULL;5;791,6
2022-01-01;2450000;0;2450000;47;Leilighet;Selveier;1967;Vestland;BERGEN;Åsane;1;1;954,5
2022-01-01;2750000;NULL;2750000;49;Leilighet;Selveier;1939;Vestland;BERGEN;Bergenhus;1;2;425,1
2022-01-01;5100000;0;5100000;92;Enebolig;Selveier;1705;Vestland;BERGEN;Bergenhus;NULL;2;65,9
2022-01-01;2745000;0;2745000;50;Leilighet;Selveier;1930;Vestland;BERGEN;Årstad;2;2;1324,5
2022-01-01;2750000;0;2750000;112;Leilighet;Selveier;1987;Vestland;ALVER;NULL;3;2;1565,6
2022-01-01;3330000;0;3330000;49;Leilighet;Selveier;2021;Vestland;BERGEN;Fana;3;1;1737
2022-01-01;1890000;0;1890000;35;Leilighet;Selveier;1911;Vestland;BERGEN;Laksevåg;1;1;220,4
2022-01-01;3870000;70668;3940668;82;Leilighet;Selveier;1988;Vestland;BERGEN;Fyllingsdalen;3;2;1068,7
2022-01-01;3890000;0;3890000;84;Enebolig;Selveier;1883;Vestland;BERGEN;Laksevåg;NULL;2;77,5
2022-01-01;4300000;0;4300000;75;Leilighet;Selveier;2016;Vestland;ØYGARDEN;NULL;1;2;5061
2022-01-01;2700000;10441;2710441;42;Leilighet;Selveier;2008;Vestland;BERGEN;Fyllingsdalen;2;1;9509,1
2022-01-01;3450000;0;3450000;58;Leilighet;Selveier;2012;Vestland;BERGEN;Årstad;2;2;6849,2
2022-01-01;2940000;0;2940000;47;Leilighet;Selveier;2016;Vestland;BERGEN;Åsane;4;1;4924,5
2022-01-01;2450000;0;2450000;110;Tomannsbolig;Selveier;2008;Vestland;ØYGARDEN;NULL;NULL;3;1244
2022-01-01;2370000;0;2370000;101;Tomannsbolig;Selveier;2014;Vestland;ØYGARDEN;NULL;NULL;3;968
2022-01-01;3600000;0;3600000;86;Leilighet;Selveier;1992;Vestland;BJØRNAFJORDEN;NULL;2;2;9555,7
2022-01-01;2875000;0;2875000;82;Leilighet;Selveier;2012;Vestland;BERGEN;Arna;2;2;690,8
2022-01-01;3100000;0;3100000;63;Leilighet;Selveier;2019;Vestland;BERGEN;Ytrebygda;1;2;6581,3
2022-01-01;6450000;0;6450000;166;Enebolig;Selveier;1950;Vestland;BERGEN;Ytrebygda;NULL;4;1306,5
2022-01-01;2590000;0;2590000;104;Rekkehus;Selveier;1967;Vestland;BERGEN;Laksevåg;NULL;2;385,1
2022-01-01;2990000;0;2990000;45;Leilighet;Selveier;2021;Vestland;BERGEN;Ytrebygda;3;1;8376,3
2022-01-01;2900000;0;2900000;40;Leilighet;Selveier;1911;Vestland;BERGEN;Årstad;1;1;364,1
2022-01-01;3200000;0;3200000;157;Enebolig;Selveier;1938;Vestland;BERGEN;Fana;NULL;3;1211
2022-01-01;5000000;0;5000000;111;Leilighet;Selveier;2008;Vestland;BERGEN;Arna;2;2;5151,4
2022-01-01;3115000;0;3115000;80;Leilighet;Selveier;2011;Vestland;BERGEN;Åsane;1;2;2942,8
2022-01-01;2665000;0;2665000;77;Leilighet;Selveier;2006;Vestland;ASKØY;NULL;1;2;578,5
2022-01-01;2660000;0;2660000;44;Leilighet;Selveier;1898;Vestland;BERGEN;Bergenhus;1;1;144,7
2022-01-01;4500000;0;4500000;67;Leilighet;Selveier;1931;Vestland;BERGEN;Bergenhus;3;1;201,8
2022-01-01;5900000;0;5900000;240;Leilighet;Selveier;2016;Vestland;ØYGARDEN;NULL;2;3;445,6
2022-01-01;2200000;0;2200000;44;Leilighet;Selveier;2006;Vestland;BERGEN;Arna;1;1;1750,7
2022-01-01;4970000;0;4970000;71;Leilighet;Selveier;2021;Vestland;BERGEN;Ytrebygda;9;2;3518,5
2022-01-01;2425000;30000;2455000;56;Leilighet;Selveier;1957;Vestland;BERGEN;Fana;2;2;993,7
2022-01-01;7650000;0;7650000;165;Rekkehus;Selveier;2017;Vestland;BERGEN;Fana;NULL;4;1500
2022-01-01;3220000;0;3220000;217;Enebolig;Selveier;1971;Vestland;ASKØY;NULL;NULL;3;994,5
2022-01-01;5550000;0;5550000;72;Leilighet;Selveier;2017;Vestland;BERGEN;Årstad;4;2;2866
2022-01-01;3890000;0;3890000;107;Leilighet;Selveier;2017;Vestland;ØYGARDEN;NULL;2;2;12765,7
2022-01-01;4600000;0;4600000;142;Tomannsbolig;Selveier;1982;Vestland;BERGEN;Laksevåg;NULL;3;266,2
2022-01-01;6350000;0;6350000;128;Leilighet;Selveier;1939;Vestland;BERGEN;Årstad;NULL;6;339,6
2022-01-01;4610000;0;4610000;141;Tomannsbolig;Selveier;1954;Vestland;BERGEN;Fana;NULL;3;575,7
2022-01-01;7600000;0;7600000;141;Leilighet;Selveier;1986;Vestland;BERGEN;Bergenhus;3;3;1935,1
2022-01-01;2200000;400000;2600000;72;Leilighet;Borettslag;2001;Vestland;BERGEN;Laksevåg;4;2;3173
2022-01-01;1870000;127486;1997486;63;Leilighet;Selveier;1951;Vestland;BERGEN;Arna;2;2;2748,5
2022-01-01;2060000;0;2060000;76;Leilighet;Selveier;1986;Vestland;BERGEN;Fana;1;2;23174,7
2022-01-01;4100000;0;4100000;57;Leilighet;Selveier;2015;Vestland;BERGEN;Bergenhus;3;1;4654,2
2022-01-01;5200000;0;5200000;128;Tomannsbolig;Selveier;1970;Vestland;BERGEN;Fana;NULL;3;970,6
2022-01-01;4100000;0;4100000;78;Leilighet;Selveier;1936;Vestland;BERGEN;Årstad;1;2;291,8
2022-01-01;3550000;0;3550000;121;Tomannsbolig;Selveier;1998;Vestland;ALVER;NULL;NULL;4;462,3
2022-01-01;5600000;0;5600000;118;Rekkehus;Selveier;2018;Vestland;BERGEN;Fyllingsdalen;NULL;3;199,4
2022-01-01;3300000;99752;3399752;65;Leilighet;Borettslag;1991;Vestland;BERGEN;Fyllingsdalen;1;2;18461,4
2022-01-01;4450000;143663;4593663;69;Leilighet;Selveier;1952;Vestland;BERGEN;Årstad;1;2;860,1
2022-01-01;2700000;0;2700000;165;Enebolig;Selveier;1952;Vestland;BJØRNAFJORDEN;NULL;NULL;5;1518,2
2022-01-01;3825000;0;3825000;60;Leilighet;Selveier;1850;Vestland;BERGEN;Bergenhus;3;2;383,4
2022-01-01;3800000;0;3800000;128;Enebolig;Selveier;1985;Vestland;ØYGARDEN;NULL;NULL;4;1197
2022-01-01;5300000;0;5300000;187;Enebolig;Selveier;1998;Vestland;BERGEN;Laksevåg;NULL;3;587,5
2022-01-01;4120000;0;4120000;97;Leilighet;Selveier;2006;Vestland;BERGEN;Fana;2;2;7657,4
2022-01-01;4020000;0;4020000;142;Tomannsbolig;Selveier;1958;Vestland;BERGEN;Laksevåg;NULL;3;311
2022-01-01;4490000;74320;4564320;69;Leilighet;Borettslag;1950;Vestland;BERGEN;Årstad;2;3;781,2
2022-01-01;2650000;0;2650000;38;Leilighet;Selveier;1898;Vestland;BERGEN;Bergenhus;1;1;181,4
2022-01-01;1875000;0;1875000;76;Leilighet;Selveier;2010;Vestland;ALVER;NULL;1;2;907,4
2022-01-01;3950000;0;3950000;136;Rekkehus;Selveier;2000;Vestland;ASKØY;NULL;NULL;4;398,9
2022-01-01;3350000;0;3350000;113;Tomannsbolig;Selveier;2013;Vestland;BJØRNAFJORDEN;NULL;NULL;3;504,6
2022-01-01;5320000;0;5320000;69;Leilighet;Selveier;2021;Vestland;BERGEN;Fana;3;2;20903,6
2022-01-01;4200000;0;4200000;65;Leilighet;Selveier;2021;Vestland;BERGEN;Ytrebygda;4;2;8376,3
2022-01-01;3900000;0;3900000;75;Leilighet;Selveier;2016;Vestland;BERGEN;Ytrebygda;2;2;3905,9
2022-01-01;5010000;112140;5122140;114;Rekkehus;Borettslag;1971;Vestland;BERGEN;Fyllingsdalen;2;3;18326,1
2022-01-01;2560000;0;2560000;169;Enebolig;Selveier;2009;Vestland;ØYGARDEN;NULL;NULL;3;1684,4
2022-01-01;4050000;0;4050000;203;Enebolig;Selveier;1968;Vestland;BERGEN;Ytrebygda;NULL;4;2917,2
2022-01-01;4100000;0;4100000;50;Leilighet;Selveier;1936;Vestland;BERGEN;Bergenhus;4;2;288,6
2022-01-01;2632000;0;2632000;101;Enebolig;Selveier;1950;Vestland;ASKØY;NULL;NULL;2;1344,6
2022-01-01;3690000;10000;3700000;65;Leilighet;Selveier;2018;Vestland;BERGEN;Ytrebygda;1;2;1674,1
2022-01-01;2750000;0;2750000;30;Leilighet;Selveier;1890;Vestland;BERGEN;Bergenhus;2;1;77,8
2022-01-01;4830000;0;4830000;58;Leilighet;Selveier;2017;Vestland;BERGEN;Årstad;3;2;4017,5
2022-01-01;2290000;0;2290000;47;Leilighet;Selveier;2019;Vestland;BJØRNAFJORDEN;NULL;3;1;2348,2
2022-01-01;530000;0;530000;124;Enebolig;Selveier;1959;Vestland;AUSTRHEIM;NULL;NULL;NULL;862,3
2022-01-01;8500000;0;8500000;286;Enebolig;Selveier;1990;Vestland;BERGEN;Laksevåg;NULL;4;1205,2
2022-01-01;2220000;0;2220000;56;Leilighet;Selveier;2010;Vestland;ØYGARDEN;NULL;2;1;3033
2022-01-01;3500000;0;3500000;71;Leilighet;Selveier;2018;Vestland;BERGEN;Fyllingsdalen;1;2;440,3
2022-01-01;6550000;0;6550000;87;Leilighet;Selveier;2000;Vestland;BERGEN;Årstad;4;2;1355,4
2022-01-01;3150000;3093;3153093;83;Leilighet;Selveier;2015;Vestland;BJØRNAFJORDEN;NULL;1;3;6735,7
2022-01-01;4750000;0;4750000;259;Enebolig;Selveier;2002;Vestland;BJØRNAFJORDEN;NULL;NULL;5;1041,5
2022-01-01;2090000;0;2090000;NULL;Tomannsbolig;Selveier;1958;Vestland;BERGEN;Laksevåg;NULL;1;305
2022-01-01;3170000;0;3170000;132;Leilighet;Selveier;2007;Vestland;ØYGARDEN;NULL;1;3;2182,8
2022-01-01;3625000;0;3625000;58;Leilighet;Selveier;2018;Vestland;BERGEN;Laksevåg;6;2;1178,3
2022-01-01;3550000;0;3550000;75;Tomannsbolig;Selveier;2016;Vestland;ØYGARDEN;NULL;2;2;232
2022-01-01;3500000;0;3500000;82;Leilighet;Selveier;2016;Vestland;BERGEN;Ytrebygda;1;2;7365,4
2022-01-01;4900000;0;4900000;225;Enebolig;Selveier;1954;Vestland;BERGEN;Åsane;NULL;3;1185,9
2022-01-01;2200000;0;2200000;158;Enebolig;Selveier;1960;Vestland;BJØRNAFJORDEN;NULL;NULL;3;807,9
2022-01-01;7450000;0;7450000;101;Leilighet;Selveier;2021;Vestland;BERGEN;Ytrebygda;9;3;3518,5
2022-01-01;5375000;0;5375000;194;Enebolig;Selveier;1970;Vestland;BERGEN;Ytrebygda;NULL;4;1253,4
2022-01-01;3190000;0;3190000;60;Leilighet;Selveier;1930;Vestland;BERGEN;Bergenhus;2;1;381,2
2022-01-01;3990000;0;3990000;83;Leilighet;Selveier;2018;Vestland;BERGEN;Fana;1;3;3804,1
2022-01-01;3450000;25978;3475978;74;Leilighet;Selveier;2004;Vestland;BERGEN;Årstad;3;2;4613,5
2022-01-01;8000000;0;8000000;157;Enebolig;Selveier;2019;Vestland;BERGEN;Laksevåg;NULL;5;321,6
2022-01-01;3551000;0;3551000;107;Tomannsbolig;Selveier;1962;Vestland;BERGEN;Arna;NULL;3;377,2
2022-01-01;3030000;1612;3031612;113;Leilighet;Selveier;1985;Vestland;BERGEN;Fana;2;3;23174,7
2022-01-01;3700000;0;3700000;56;Leilighet;Selveier;1916;Vestland;BERGEN;Bergenhus;2;2;242,4
2022-01-01;3400000;0;3400000;95;Leilighet;Selveier;2011;Vestland;BERGEN;Arna;2;2;959,1
2022-01-01;2800000;0;2800000;53;Leilighet;Selveier;2003;Vestland;BERGEN;Ytrebygda;3;1;10305,2
2022-01-01;2600000;0;2600000;61;Leilighet;Selveier;2011;Vestland;ØYGARDEN;NULL;1;1;4027,5
2022-01-01;3900000;0;3900000;136;Rekkehus;Selveier;2018;Vestland;ØYGARDEN;NULL;NULL;4;1900
2022-01-01;2450000;0;2450000;107;Enebolig;Selveier;1974;Vestland;AUSTRHEIM;NULL;NULL;3;930,6
2022-01-01;4300000;0;4300000;164;Tomannsbolig;Selveier;2013;Vestland;BERGEN;Åsane;NULL;4;881
2022-01-01;5300000;0;5300000;113;Tomannsbolig;Selveier;2018;Vestland;BERGEN;Åsane;2;3;7205
2022-01-01;1525000;0;1525000;123;Tomannsbolig;Selveier;1958;Vestland;VAKSDAL;NULL;NULL;3;484,1
2022-01-01;4250000;0;4250000;53;Leilighet;Selveier;1880;Vestland;BERGEN;Bergenhus;1;2;152,6
2022-01-01;3300000;0;3300000;61;Leilighet;Selveier;2004;Vestland;BERGEN;Laksevåg;3;1;4385
2022-01-01;4900000;0;4900000;163;Enebolig;Selveier;1936;Vestland;BERGEN;Fana;NULL;4;657,6
2022-01-01;5050000;0;5050000;100;Leilighet;Selveier;1987;Vestland;BERGEN;Årstad;1;2;529,7
2022-01-01;3150000;1549;3151549;105;Leilighet;Selveier;1986;Vestland;BERGEN;Fana;2;3;23174,7
2022-01-01;13650000;0;13650000;208;Enebolig;Selveier;1966;Vestland;BERGEN;Fyllingsdalen;NULL;4;949,9
2022-01-01;4200000;200000;4400000;68;Leilighet;Selveier;1938;Vestland;BERGEN;Årstad;4;2;370
2022-01-01;5000000;0;5000000;112;Leilighet;Selveier;2019;Vestland;BERGEN;Laksevåg;5;2;932
2022-01-01;2520000;0;2520000;178;Tomannsbolig;Selveier;1963;Vestland;BERGEN;Arna;NULL;3;514,8
2022-01-01;2500000;0;2500000;68;Leilighet;Selveier;2002;Vestland;ØYGARDEN;NULL;1;2;662,1
2022-01-01;5720000;0;5720000;93;Leilighet;Selveier;2017;Vestland;BERGEN;Årstad;3;3;1298,3
2022-01-01;3290000;0;3290000;136;Tomannsbolig;Selveier;2011;Vestland;ØYGARDEN;NULL;NULL;4;435,2
2022-01-01;3925000;0;3925000;72;Leilighet;Selveier;2021;Vestland;BERGEN;Åsane;1;2;2843
2022-01-01;3960000;0;3960000;104;Leilighet;Selveier;2017;Vestland;ØYGARDEN;NULL;2;4;1617,7
2022-01-01;4500000;0;4500000;120;Enebolig;Selveier;1963;Vestland;BERGEN;Laksevåg;NULL;3;726,4
2022-01-01;4850000;0;4850000;89;Leilighet;Selveier;2006;Vestland;BERGEN;Fyllingsdalen;3;3;12508,1
2022-01-01;3380000;0;3380000;132;Enebolig;Selveier;1912;Vestland;ASKØY;NULL;NULL;4;4987,1
2022-01-01;8500000;0;8500000;233;Enebolig;Selveier;2006;Vestland;BERGEN;Fana;NULL;3;1291,5
2022-01-01;4950000;0;4950000;101;Leilighet;Selveier;2013;Vestland;BERGEN;Fana;2;3;2086,7
2022-01-01;4990000;0;4990000;164;Enebolig;Selveier;1981;Vestland;BERGEN;Fana;NULL;5;1021
2022-01-01;4000000;0;4000000;122;Tomannsbolig;Selveier;1977;Vestland;BJØRNAFJORDEN;NULL;NULL;4;409,2
2022-01-01;3220000;0;3220000;114;Tomannsbolig;Selveier;2006;Vestland;ALVER;NULL;NULL;3;544,8
2022-01-01;2600000;0;2600000;78;Leilighet;Selveier;2006;Vestland;ØYGARDEN;NULL;2;2;3268,6
2022-01-01;4000000;0;4000000;117;Rekkehus;Selveier;1970;Vestland;BERGEN;Åsane;NULL;3;132,4
2022-01-01;6890000;0;6890000;218;Enebolig;Selveier;1991;Vestland;BERGEN;Fyllingsdalen;NULL;3;585,4
2022-01-01;5575000;0;5575000;156;Rekkehus;Selveier;2002;Vestland;BERGEN;Fana;NULL;4;249,3
2022-01-01;4600000;0;4600000;179;Tomannsbolig;Selveier;1964;Vestland;BERGEN;Ytrebygda;NULL;3;507,5
2022-01-01;3420000;0;3420000;104;Rekkehus;Selveier;2014;Vestland;ØYGARDEN;NULL;NULL;3;1434
