Knr;Gnr;Bnr;Snr;Fnr;Andelsnummer;Bygningsnummer;GateAdresse;Postnummer;Poststed;BruksEnhetsNummer;Organisasjonsnummer;Bygningskategori;Byggear;Energikarakter;Oppvarmingskarakter;Utstedelsesdato;TypeRegistrering;Attestnummer;BeregnetLevertEnergiTotaltkWhm2;BeregnetFossilandel;Materialvalg;HarEnergiVurdering;EnergiVurderingDato
3002;3;2988;3;;;300374174;Wankels vei 12 A;1539;MOSS;H0101;;Småhus;2014;B;Orange;2022-01-31T20:05:11.0000000;Simple;A2022-1353970;126.23;;Tre;False;
5402;64;29;;;;12481012;Skjærveien 35 A;9404;HARSTAD;H0101;;Småhus;1975;F;Orange;2022-01-31T19:58:05.0000000;Simple;A2022-1353967;295.63;;Tre;False;
3801;2;728;;;;8253137;Bjørkeveien 12;3179;ÅSGÅRDSTRAND;H0101;;Småhus;1986;E;Yellow;2022-01-31T19:48:31.0000000;Simple;A2022-1353963;211.75;;Tre;False;
301;164;30;;;;80411723;Bølerskrenten 9;691;OSLO;H0401;948609630;Boligblokker;1958;G;Green;2022-01-31T19:44:17.0000000;Simple;A2022-1353961;430.73;;Betong;False;
3804;165;32;;;;;Vestfoldgata 20;3208;SANDEFJORD;H0101;;Småhus;1953;F;Yellow;2022-01-31T19:42:12.0000000;Simple;A2022-1353960;298.52;;Tre;False;
3001;160;366;40;;;145096456;Olav Vs gate 1;1767;HALDEN;H0408;;Boligblokker;1994;E;Orange;2022-01-31T19:38:38.0000000;Simple;A2022-1353958;169.11;;Mur/tegl;False;
4204;150;686;25;;;168268440;Kongens gate 15 A;4610;KRISTIANSAND S;H0213;;Boligblokker;1900;G;Green;2022-01-31T19:37:06.0000000;Simple;A2022-1353957;399.22;;Betong;False;
301;225;163;55;;54;80555954;Marcus Thranes gate 13;473;Oslo;H0504;919973587;Boligblokker;1937;F;Green;2022-01-31T19:16:41.0000000;Simple;A2022-1353953;377.97;;Betong;False;
3443;15;167;;;;23549964;Karsrudskogen 13;2835;RAUFOSS;H0101;;Småhus;2007;B;Lightgreen;2022-01-31T19:13:49.0000000;Simple;A2022-1353950;106.19;;Tre;False;
1134;96;4;;;;172331637;Sandsbygda 175;4230;SAND;H0101;;Småhus;1959;C;Orange;2022-01-31T19:06:29.0000000;Simple;A2022-1353948;141.52;;Tre;False;
301;208;955;35;;;81783276;Pilestredet Park 14;176;OSLO;H0404;;Boligblokker;2006;C;Green;2022-01-31T19:05:41.0000000;Simple;A2022-1353946;134.85;;Mur/tegl;False;
3804;117;14;;;;;Brydedamveien 24;3216;Sandefjord;H0101;;Småhus;1978;F;Orange;2022-01-31T19:05:37.0000000;Simple;A2022-1353945;261.09;;Tre;False;
3026;127;21;;;;300825056;Nyveien 1513;1970;HEMNES;H0101;;Småhus;2021;B;Orange;2022-01-31T19:05:25.0000000;Simple;A2022-1353944;107.41;;Tre;False;
3030;283;294;1;;;300723900;Tullatoppen 1;2016;FROGNER;H0101;;Småhus;2019;B;Orange;2022-01-31T19:01:01.0000000;Simple;A2022-1353943;112.79;;Tre;False;
4601;124;36;;;;139727487;Loddefjordveien 44;5171;LODDEFJORD;H0402;951437468;Boligblokker;1972;G;Red;2022-01-31T18:51:25.0000000;Simple;A2022-1353941;388.91;;Betong;False;
4601;165;617;13;;;139289730;Strangebakken 10;5011;BERGEN;H0501;;Boligblokker;1887;G;Red;2022-01-31T18:48:29.0000000;Simple;A2022-1353940;473.79;;Mur/tegl;False;
3405;85;225;;;;7451458;Gabbrostien 33;2611;LILLEHAMMER;H0201;959657114;Småhus;1991;D;Orange;2022-01-31T18:46:46.0000000;Simple;A2022-1353939;214.98;;Tre;False;
4203;507;1984;;;;0;Esperåsen 13;4844;Arendal;H0101;;Småhus;1984;G;Red;2022-01-31T18:46:38.0000000;Simple;A2022-1353938;434.3;;Tre;False;
5402;64;29;;;;12481012;Skjærveien 35 A;9404;HARSTAD;H0101;;Småhus;1975;F;Orange;2022-01-31T18:46:24.0000000;Simple;A2022-1353937;295.63;;Tre;False;
5021;271;229;;;;300845397;Vangshaugvegen 41;7340;OPPDAL;;;Småhus;2019;C;Orange;2022-01-31T18:44:27.0000000;Simple;A2022-1353936;166.16;;Tre;False;
3033;5;94;14;;;22688529;Rugdevegen 18 C;2069;JESSHEIM;H0202;;Småhus;2005;C;Orange;2022-01-31T18:34:27.0000000;Simple;A2022-1353934;172.55;;Tre;False;
3014;425;484;;;;300562151;Mailund 1B;1820;spydeberg;h0101;;Småhus;2017;B;Orange;2022-01-31T18:28:33.0000000;Simple;A2022-1353932;101.19;;Tre;False;
3048;77;132;7;;;25319893;Vestre Nøstegate 58;3300;HOKKSUND;H0203;;Boligblokker;2015;B;Green;2022-01-31T18:22:01.0000000;Simple;A2022-1353929;110.89;;Betong;False;
4621;59;122;12;;;300789051;Tråstølsvegen 274;5710;SKULESTADMO;H0201;;Småhus;2021;B;Orange;2022-01-31T18:15:58.0000000;Simple;A2022-1353927;131.5;;Tre;False;
1108;101;822;;;;22608436;Garnveien 4;4310;HOMMERSÅK;H0101;;Småhus;2003;D;Orange;2022-01-31T18:12:01.0000000;Simple;A2022-1353926;192.58;;Tre;False;
3020;137;1;;52;;148876517;Markveien 17 H;1406;SKI;H0101;;Småhus;1970;E;Yellow;2022-01-31T18:05:13.0000000;Simple;A2022-1353925;215.69;;Tre;False;
3411;815;1;;570;;7204086;Rømåsen 1005;2612;SJUSJØEN;H0101;;Småhus;1993;E;Orange;2022-01-31T17:58:28.0000000;Simple;A2022-1353921;287.46;;Tre;False;
301;32;880;25;;;81007713;Hoffsveien 65 B;377;OSLO;H0207;;Boligblokker;2015;B;Red;2022-01-31T17:54:50.0000000;Simple;A2022-1353915;108.97;;Betong;False;
4621;276;207;;;;300495555;Britahaugen 146;5713;VOSSESTRAND;H0101;;Småhus;2015;C;Orange;2022-01-31T17:53:50.0000000;Simple;A2022-1353914;132.33;;Tre;False;
301;211;229;11;;;80732007;Svoldergata 4;271;OSLO;H0208;;Boligblokker;1976;F;Red;2022-01-31T17:52:42.0000000;Simple;A2022-1353913;211.02;;Mur/tegl;False;
3411;815;1;;570;;7204086;Rømåsen 1005;2612;SJUSJØEN;H0101;;Småhus;1993;F;Orange;2022-01-31T17:52:07.0000000;Simple;A2022-1353912;300.83;;Tre;False;
1120;31;269;;;;19151980;Roslandsvegen 345;4343;ORRE;H0101;;Småhus;2005;C;Yellow;2022-01-31T17:49:17.0000000;Simple;A2022-1353910;152.31;;Tre;False;
301;79;136;41;;;300545780;Hans Nordahls gate 40;481;OSLO;H0501;;Boligblokker;2018;D;Green;2022-01-31T17:32:42.0000000;Simple;A2022-1353908;144.25;;Betong;False;
4614;39;500;6;;;174035784;Gullskar 3;5411;STORD;H0102;;Boligblokker;1968;G;Red;2022-01-31T17:14:11.0000000;Simple;A2022-1353904;309.31;;Tre;False;
3030;78;1681;70;;;300841376;Havnehagen 56;1465;STRØMMEN;H0202;;Boligblokker;2022;C;Green;2022-01-31T17:11:57.0000000;Simple;A2022-1353903;124.7;;Betong;False;
4624;51;186;;;;12535821;Brothaugen 44;5209;OS;H0101;;Småhus;1976;E;Yellow;2022-01-31T17:03:16.0000000;Simple;A2022-1353902;232.72;;Tre;False;
5045;28;95;;;;0;Dalbakkvegen 8;7870;Grong;H0101;;Småhus;1952;G;Yellow;2022-01-31T16:58:47.0000000;Simple;A2022-1353899;340.5;;Tre;False;
1101;60;821;1;;;300412288;Ruskebakkan 23 B;4375;HELLVIK;H0101;;Småhus;2015;B;Red;2022-01-31T16:53:31.0000000;Simple;A2022-1353898;123.79;;Betong;False;
3014;51;79;1;;;300760213;Krokstien 1 A;1809;ASKIM;H0101;;Småhus;2020;C;Orange;2022-01-31T16:42:37.0000000;Simple;A2022-1353894;135.47;;Tre;False;
5059;5;35;;;;184077590;Gamle Geitastrandvei 41;7300;ORKANGER;H0101;;Småhus;1934;G;Yellow;2022-01-31T16:40:18.0000000;Simple;A2022-1353893;301.49;;Tre;False;
1531;109;623;3;;;300767150;Søre Lambertgard 6 A;6030;LANGEVÅG;H0101;;Småhus;2020;B;Red;2022-01-31T16:37:13.0000000;Simple;A2022-1353892;121.2;;Tre;False;
1866;64;305;;;;11338534;Ærfuglveien 17 A;8450;STOKMARKNES;H0101;;Småhus;1998;D;Red;2022-01-31T16:34:58.0000000;Simple;A2022-1353891;180.68;;Tre;False;
4601;186;1339;2;;;300727300;Storevarden 42 B;5114;TERTNES;H0101;;Småhus;2019;C;Orange;2022-01-31T16:30:33.0000000;Simple;A2022-1353890;132.99;;Tre;False;
3454;32;1F5;;0;;;Tyinvegen 5128;2975;Vang i Valdres;H0101;;Småhus;1965;G;Yellow;2022-01-31T16:23:08.0000000;Simple;A2022-1353888;293.21;;Tre;False;
4601;188;27;;;527;;Myrdalskogen 28;5118;Ulset;H0602;;Boligblokker;1970;E;Green;2022-01-31T16:21:46.0000000;Simple;A2022-1353887;192.08;;Betong;False;
301;3;168;;;;81220611;Drammensveien 133;277;OSLO;;948185881;Kontorbygg;2000;D;Green;2022-01-31T16:19:44.0000000;Simple;A2022-1353886;167.4;;;True;
301;3;168;;;;81220611;Drammensveien 133;277;OSLO;;948185881;Forretningsbygg;2000;C;Green;2022-01-31T16:17:34.0000000;Simple;A2022-1353884;203.7;;;True;
3003;3007;67;;;;300784638;Olga Sælids vei 35;1735;VARTEIG;H0101;;Småhus;2020;B;Red;2022-01-31T16:16:48.0000000;Simple;A2022-1353883;115.12;;Tre;False;
3811;60;164;10;;;23803437;Torødveien 22 K;3135;TORØD;H0101;;Småhus;2007;D;Red;2022-01-31T16:16:34.0000000;Simple;A2022-1353882;191.63;;Tre;False;
5001;415;235;73;;;300583369;Stjørdalsveien 15;7066;TRONDHEIM;H0406;;Boligblokker;2018;C;Green;2022-01-31T16:12:15.0000000;Simple;A2022-1353881;128.36;;Betong;False;
1149;60;172;;;;13713936;Håtongvegen 30;4250;KOPERVIK;H0101;;Småhus;1998;D;Orange;2022-01-31T16:09:17.0000000;Simple;A2022-1353880;177.64;;Tre;False;
3407;76;117;;;;7486790;Tranbergvegen 11;2819;GJØVIK;H0101;;Småhus;1985;F;Orange;2022-01-31T16:06:54.0000000;Simple;A2022-1353878;268.48;;Tre;False;
301;222;64;3;;;300550854;Brochmanns gate 9;470;OSLO;H0103;;Boligblokker;2017;B;Green;2022-01-31T16:04:38.0000000;Simple;A2022-1353877;116.35;;Betong;False;
301;5;12;;;;81015554;Harbitzalléen 2 A;275;OSLO;;978600867;Kontorbygg;1987;E;Yellow;2022-01-31T16:04:29.0000000;Simple;A2022-1353876;215.7;;;True;
4601;88;222;;;;300654517;Nøttveitvegen 198;5238;RÅDAL;H0101;;Småhus;2019;B;Orange;2022-01-31T16:02:38.0000000;Simple;A2022-1353875;116.44;;Tre;False;
301;5;12;;;;81015554;Harbitzalléen 2 A;275;OSLO;;978600867;Forretningsbygg;1987;D;Orange;2022-01-31T16:01:55.0000000;Simple;A2022-1353874;247.9;;;True;
3043;123;296;;;;159952819;Nedre Thoreplassvegen 27;3570;ÅL;H0101;;Småhus;1982;F;Orange;2022-01-31T16:01:40.0000000;Simple;A2022-1353873;274.46;;Betong;False;
301;29;730;70;;;81089256;Stasjonsveien 71;768;OSLO;H0407;;Boligblokker;1990;E;Red;2022-01-31T16:01:33.0000000;Simple;A2022-1353872;194.32;;Betong;False;
301;89;15;;;109;;Beverveien 12;596;Oslo;U0103;951980137;Boligblokker;1958;G;Red;2022-01-31T15:47:57.0000000;Simple;A2022-1353866;372.85;;Betong;False;
1833;135;109;;;;12062397;Gamle Nesnaveien 1;8616;MO I RANA;H0101;;Småhus;1967;G;Green;2022-01-31T15:47:48.0000000;Simple;A2022-1353864;433.4;;Tre;False;
1532;6;267;;;;300221257;Klungreteigen 9;6040;VIGRA;H0101;;Småhus;2012;B;Red;2022-01-31T15:47:08.0000000;Simple;A2022-1353858;118.19;;Tre;False;
3007;132;178;;;;159356787;Vangsveien 14;3514;HØNEFOSS;H0101;954835502;Småhus;1975;E;Yellow;2022-01-31T15:46:41.0000000;Simple;A2022-1353854;239.12;;Stål;False;
3438;41;149;;;;16051403;Gålålia 75;2646;GÅLÅ;H0101;;Småhus;1998;D;Red;2022-01-31T15:43:31.0000000;Simple;A2022-1353845;216.66;;Tre;False;
4647;43;200;;;43;;Indreåstunet 6;6812;Førde;H0101;;Småhus;1980;F;Yellow;2022-01-31T15:43:13.0000000;Simple;A2022-1353844;247.4;;Tre;False;
3025;60;183;;;;;Vabråten 77;1392;Vettre;H0101;;Småhus;1983;E;Yellow;2022-01-31T15:42:20.0000000;Simple;A2022-1353842;211.7;;Tre;False;
3030;81;1691;;;;150911168;Vestbygata 6 D;2003;LILLESTRØM;H0102;;Boligblokker;1960;G;Green;2022-01-31T15:27:25.0000000;Simple;A2022-1353840;414.44;;Mur/tegl;False;
5006;198;24;;;;0;Sør-Beitstadvegen 226;7724;Steinkjer;H0101;;Småhus;1949;F;Yellow;2022-01-31T15:26:47.0000000;Simple;A2022-1353839;276.62;;Tre;False;
3014;59;69;;;;;småbruveien 66;1850;Mysen;H0101;;Småhus;1949;G;Red;2022-01-31T15:24:50.0000000;Simple;A2022-1353837;431.2;;Tre;False;
5035;102;1123;;;;300468855;Kløverstien 13;7507;STJØRDAL;H0101;;Småhus;2015;B;Red;2022-01-31T15:20:59.0000000;Simple;A2022-1353836;116.94;;Tre;False;
1506;59;25;;;;300854347;Eidssetervegen 13;6450;HJELSET;H0101;;Småhus;2021;A;Orange;2022-01-31T15:11:47.0000000;Simple;A2022-1353832;93.45;;Tre;False;
5057;166;520;;;;300617025;Nedre Hovdevei 117;7130;BREKSTAD;H0101;;Småhus;2017;B;Orange;2022-01-31T15:08:31.0000000;Simple;A2022-1353829;115.3;;Tre;False;
5006;192;488;;;;184942240;Skolegata 33 B;7713;STEINKJER;H0202;913091132;Boligblokker;1958;D;Yellow;2022-01-31T15:00:48.0000000;Simple;A2022-1353826;179.68;;Betong;False;
1120;1;1355;;;;;Kleppestemmen 12;4350;KLEPPE;H0101;;Småhus;1988;E;Orange;2022-01-31T15:00:07.0000000;Simple;A2022-1353824;216.2;;Tre;False;
3403;1;2021;;;;13773424;Fridtjof Nansens gate 35;2319;HAMAR;H0101;;Småhus;1938;C;Yellow;2022-01-31T14:58:23.0000000;Simple;A2022-1353823;137.77;;Tre;False;
5001;190;72;;;26;0;Nedre Flatåsveg 38A;7099;FLatåsen;H0101;;Småhus;1982;E;Orange;2022-01-31T14:58:09.0000000;Simple;A2022-1353821;247.76;;Tre;False;
4222;1;113;10;;;168032994;Hovden Appartement 20;4755;HOVDEN I SETESDAL;U0106;;Boligblokker;1979;G;Red;2022-01-31T14:56:45.0000000;Simple;A2022-1353820;310.6;;Tre;False;
301;105;355;;;;80900686;Professor Birkelands vei 34 B;1081;OSLO;;948169770;"""Lett industri";" verksteder""";1970;F;Red;2022-01-31T14:54:37.0000000;Simple;A2022-1353819;350.36;;Betong;False
5006;192;713;;;;300528553;Kapteinvegen 6 E;7713;STEINKJER;H0101;916156995;Boligblokker;2016;C;Red;2022-01-31T14:54:11.0000000;Simple;A2022-1353818;106.97;;Betong;False;
3021;108;269;;;;6591442;Fossekallen 29;1407;VINTERBRO;;;Småhus;1977;E;Orange;2022-01-31T14:52:43.0000000;Simple;A2022-1353817;223.82;;Tre;False;
1103;17;1150;;;;4271378;Vestliveien 20;4020;STAVANGER;H0101;;Småhus;1973;F;Yellow;2022-01-31T14:51:01.0000000;Simple;A2022-1353816;240.47;;Tre;False;
5006;198;24;;;;0;Sør-Beitstadvegen 226;7724;Steinkjer;H0101;;Småhus;1949;B;Yellow;2022-01-31T14:50:53.0000000;Simple;A2022-1353815;131.41;;Tre;False;
1130;53;429;2;;;;Storevigbakken 8 A;4105;JØRPELAND;H0101;;Småhus;2014;B;Red;2022-01-31T14:47:52.0000000;Simple;A2022-1353811;131.25;;Tre;False;
301;209;398;;;;80491360;Universitetsgata 20;162;OSLO;;;Kontorbygg;1854;G;Green;2022-01-31T14:47:41.0000000;Simple;A2022-1353810;424.14;;Mur/tegl;False;
1103;39;414;2;;;4434838;Ragbakken 52 B;4042;HAFRSFJORD;H0101;;Småhus;1971;F;Red;2022-01-31T14:46:06.0000000;Simple;A2022-1353808;280.73;;Tre;False;
1149;66;905;6;;;23911264;Asaldalbakken 91;4250;KOPERVIK;H0101;;Småhus;2008;C;Red;2022-01-31T14:41:41.0000000;Simple;A2022-1353807;158.77;;Tre;False;
3811;3;92;;;;163731924;Eikeveien 13 B;3120;NØTTERØY;H0101;;Småhus;2001;D;Orange;2022-01-31T14:37:09.0000000;Simple;A2022-1353803;235.19;;Tre;False;
3002;1;1512;;;;;Strandpromenaden 85 c;1516;Moss;H0101;;Småhus;1967;F;Red;2022-01-31T14:35:27.0000000;Simple;A2022-1353802;274.25;;Tre;False;
5001;174;21;;;155;;Røyskattvegen 13;7082;Kattem;H0101;;Småhus;1978;F;Green;2022-01-31T14:34:01.0000000;Simple;A2022-1353801;296.31;;Betong;False;
3811;3;92;;;;163731924;Eikeveien 13 B;3120;NØTTERØY;H0101;;Småhus;2001;D;Orange;2022-01-31T14:29:42.0000000;Simple;A2022-1353797;235.19;;Tre;False;
4601;185;664;;;;14;Slettevikvegen 14;5124;Morvik;H0101;;Småhus;1988;F;Orange;2022-01-31T14:27:00.0000000;Simple;A2022-1353796;241.3;;Tre;False;
3811;3;92;;;;163731916;Eikeveien 13 A;3120;NØTTERØY;H0101;;Småhus;1926;G;Orange;2022-01-31T14:23:53.0000000;Simple;A2022-1353795;385.85;;Tre;False;
4204;7;640;2;;;300475225;Sandvigsbakken 17;4624;KRISTIANSAND S;H0101;;Småhus;2017;B;Orange;2022-01-31T14:21:30.0000000;Simple;A2022-1353792;124.77;;Tre;False;
3025;2;364;;;;;Asker terrasse 35;1384;Asker;H0101;;Småhus;1941;G;Orange;2022-01-31T14:21:03.0000000;Simple;A2022-1353790;316.92;;Mur/tegl;False;
4601;157;59;1;;;139637127;Frydenbøveien 34;5162;LAKSEVÅG;U0102;;Boligblokker;1952;G;Orange;2022-01-31T14:15:05.0000000;Simple;A2022-1353789;360.7;;Betong;False;
5001;79;135;;;;182348287;Olav Vasseljens veg 4 B;7033;TRONDHEIM;H0201;955234448;Boligblokker;1970;E;Red;2022-01-31T14:14:32.0000000;Simple;A2022-1353788;187.41;;Betong;False;
5006;96;270;;;;184961229;Skrubbhaugvegen 7;7712;STEINKJER;H0101;;Småhus;1967;F;Yellow;2022-01-31T14:12:29.0000000;Simple;A2022-1353787;291.37;;Tre;False;
3033;135;805;;;;;Furumovegen 22;2066;Jessheim;H0101;;Småhus;2000;D;Yellow;2022-01-31T14:11:52.0000000;Simple;A2022-1353785;171.42;;Tre;False;
4205;40;713;4;;;20687029;Rebekkas vei 8;4515;MANDAL;H0202;;Småhus;2010;C;Red;2022-01-31T14:09:22.0000000;Simple;A2022-1353782;163.23;;Tre;False;
3033;132;278;15;;;300696472;Langbråten 24;2063;JESSHEIM;H0301;;Boligblokker;2018;D;Green;2022-01-31T14:06:43.0000000;Simple;A2022-1353781;129.99;;Tre;False;
1124;4;235;;;;;Smørblomstvegen 26;4056;Tananger;H0101;;Småhus;1985;G;Orange;2022-01-31T14:03:44.0000000;Simple;A2022-1353780;312.65;;Tre;False;
4204;3;258;4;;;21335991;Lindebøstien 12 A;4625;FLEKKERØY;H0201;;Småhus;2009;D;Orange;2022-01-31T14:03:41.0000000;Simple;A2022-1353779;156.92;;Tre;False;
301;148;311;1;;;300193767;Treskeveien 31 A;681;OSLO;H0101;;Småhus;2012;B;Orange;2022-01-31T14:02:48.0000000;Simple;A2022-1353778;123.93;;Tre;False;
