Knr,Gnr,Bnr,Snr,Fnr,Andelsnummer,Bygningsnummer,GateAdresse,Postnummer,Poststed,BruksEnhetsNummer,Organisasjonsnummer,Bygningskategori,Byggear,Energikarakter,Oppvarmingskarakter,Utstedelsesdato,TypeRegistrering,Attestnummer,BeregnetLevertEnergiTotaltkWhm2,BeregnetFossilandel,Materialvalg,HarEnergiVurdering,EnergiVurderingDato
0301,224,68,,,,,Brettevillesgate 27,0481,Oslo,H0101,933773183,Boligblokker,1933,G,Red,2014-01-31T18:43:23.0000000,Simple,A2014-407703,292.29,,Betong,False,
0301,164,21,,,250,,utmarkveien 11,0689,oslo,h0102,850311552,Boligblokker,1959,F,Red,2014-01-31T18:20:57.0000000,Simple,A2014-407699,284.4,,Mur/tegl,False,
1124,32,1096,,,,24366111,Lønnevegen 20,4051,SOLA,H0101,,Småhus,2007,D,Lightgreen,2014-01-31T18:03:05.0000000,Simple,A2014-407698,183.39,,Tre,False,
3025,80,120,2,,,,Sætre terrasse 67b,1389,Heggedal,H0101,,Småhus,2006,D,Orange,2014-01-31T17:50:16.0000000,Simple,A2014-407695,179.43,,Tre,False,
4626,38,602,,,,23278065,Veslevarden 53,5337,RONG,H0101,,Småhus,2006,D,Red,2014-01-31T17:44:28.0000000,Simple,A2014-407693,172.13,,Tre,False,
3807,300,5209,,,,164538362,Birgittes gate 17,3730,SKIEN,,994106082,Boligblokker,2009,D,Red,2014-01-31T16:31:15.0000000,Simple,A2014-407682,134.68,,Betong,False,
0301,83,145,,,,,Bjørn Stallares vei 23,0574,OSLO,H0203,,Boligblokker,1939,G,Red,2014-01-31T16:25:35.0000000,Simple,A2014-407681,377.96,,Mur/tegl,False,
3805,2045,11,,,,162980874,Hedrum Ravei 173,3270,LARVIK,H0101,,Småhus,1949,F,Orange,2014-01-31T15:56:20.0000000,Simple,A2014-407673,251.05,,Tre,False,
3804,273,35,,,,163584603,Høyjordveien 777,3158,ANDEBU,H0101,,Småhus,1976,G,Orange,2014-01-31T15:55:18.0000000,Simple,A2014-407672,291.21,,Tre,False,
3025,38,16,2,,,23100363,Bekkeveien 9 B,1396,BILLINGSTAD,H0101,,Småhus,2008,C,Orange,2014-01-31T15:09:36.0000000,Simple,A2014-407659,151.82,,Tre,False,
3420,25,477,,,,153936110,Moltevegen 28,2409,ELVERUM,H0101,,Småhus,1978,E,Orange,2014-01-31T15:06:01.0000000,Simple,A2014-407657,220.23,,Tre,False,
1606,300,966,3,,,,Phønixgate 3,1606,Fredrikstad,H0101,,Småhus,1895,G,Orange,2014-01-31T15:05:14.0000000,Simple,A2014-407656,1673.5,,Tre,False,
0301,191,85,,,17,,Åsbråtstien 16,1251,Oslo,H0101,,Boligblokker,1983,E,Lightgreen,2014-01-31T14:49:09.0000000,Simple,A2014-407648,174.7,,Betong,False,
0301,215,317,3,,,,Sorgenfrigata 1 A,0367,oslo,h0301,,Boligblokker,1937,F,Red,2014-01-31T14:37:34.0000000,Simple,A2014-407641,245.66,,Mur/tegl,False,
2006,300,966,4,,,,Phønixgate 3,1606,Fredrikstad,H0101,,Småhus,1895,G,Orange,2014-01-31T14:27:58.0000000,Simple,A2014-407637,536.94,,Tre,False,
3401,87,31,,,,152062303,Bruvegen 79,2219,BRANDVAL,H0101,,Småhus,1952,G,Orange,2014-01-31T14:21:45.0000000,Simple,A2014-407634,413.31,,Tre,False,
4626,21,97,,,,22576836,Tunfjellvegen 1,5363,ÅGOTNES,H0101,,Småhus,2002,B,Yellow,2014-01-31T14:19:54.0000000,Simple,A2014-407633,107.11,,Tre,False,
4215,18,325,,,,8845220,Ørnefjell 38,4790,LILLESAND,H0101,,Småhus,1986,E,Orange,2014-01-31T14:09:55.0000000,Simple,A2014-407629,196.9,,Tre,False,
3005,26,60,,,,,Nordbyveien 40,3038,Drammen,H0101,,Småhus,1979,F,Orange,2014-01-31T14:02:28.0000000,Simple,A2014-407626,283.78,,Tre,False,
3804,122,129,,,,,Haneholmveien 43,3212,Sandefjord,H0101,,Småhus,1997,D,Orange,2014-01-31T14:00:45.0000000,Simple,A2014-407624,173.84,,Tre,False,
0301,99,296,,,,80672160,Ellen Gleditsch' vei 108,0987,OSLO,H0101,,Småhus,1972,F,Red,2014-01-31T13:55:17.0000000,Simple,A2014-407621,254.68,,Betong,False,
3812,1,44,,,,,Rustadvegen 200,3748,Siljan,H0101,,Småhus,1994,E,Orange,2014-01-31T13:55:12.0000000,Simple,A2014-407620,233.87,,Tre,False,
5402,54,290,20,,,12485077,Fruhallarn 35,9409,HARSTAD,H0101,,Småhus,1974,E,Red,2014-01-31T13:52:05.0000000,Simple,A2014-407617,239.11,,Tre,False,
5406,23,291,,,,192394465,Lyngbakken 14,9600,HAMMERFEST,H0101,964830533,Småhus,1960,G,Orange,2014-01-31T13:50:55.0000000,Simple,A2014-407615,394.84,,Tre,False,
3807,2,440,,,,,Hubrovegen 28,3742,Skien,H0101,,Småhus,1974,F,Orange,2014-01-31T13:37:50.0000000,Simple,A2014-407613,262.84,,Tre,False,
4601,44,740,,,,139890280,Tranevegen 143,5238,RÅDAL,H0101,,Småhus,1991,E,Orange,2014-01-31T13:29:34.0000000,Simple,A2014-407610,211.63,,Betong,False,
3018,25,65,,,,,Damli 3,1591,Sperrebotn,H0101,,Småhus,1977,F,Orange,2014-01-31T13:28:51.0000000,Simple,A2014-407609,281.33,,Tre,False,
5006,189,338,,,,,Trøavegen 18,7716,Steinkjer,H0101,,Småhus,1963,F,Orange,2014-01-31T13:25:48.0000000,Simple,A2014-407608,264.46,,Tre,False,
5401,14,100,,,1,,Malmvegen 140,9022,Krokelvdalen,H0101,950 939 745,Boligblokker,1972,F,Lightgreen,2014-01-31T13:18:59.0000000,Simple,A2014-407606,202.08,,Betong,False,
0301,99,312,,,,,Ellen Gleditsch vei 27,0987,OSLO,H0101,,Småhus,1969,F,Red,2014-01-31T13:18:04.0000000,Simple,A2014-407605,270.83,,Tre,False,
1531,99,13,,,,,Nygjerdet 14,6030,Langevåg,H0101,,Småhus,1912,G,Orange,2014-01-31T13:09:49.0000000,Simple,A2014-407604,450.28,,Tre,False,
3025,80,120,2,,,,Sætre terrasse 67b,1389,Heggedal,H0101,,Småhus,2006,D,Orange,2014-01-31T13:07:30.0000000,Simple,A2014-407603,172.05,,Betong,False,
1841,102,637,,,,,Sjåheiveien 26,8209,Fauske,H0101,,Småhus,1976,E,Orange,2014-01-31T13:06:18.0000000,Simple,A2014-407602,223.54,,Tre,False,
5401,73,693,408,,408,,Kantarellveien 39,9100,Kvaløysletta,H0101,944528393,Småhus,1987,E,Orange,2014-01-31T13:02:43.0000000,Simple,A2014-407601,235.17,,Tre,False,
5001,175,40,,,138,,Rådyrvegen 6,7082,Trondheim,H0101,,Småhus,1980,F,Lightgreen,2014-01-31T13:00:28.0000000,Simple,A2014-407600,272.07,,Tre,False,
1103,31,114,,,,,Østhusmarka 8,4150,Rennesøy,H0101,,Småhus,2012,C,Orange,2014-01-31T12:56:41.0000000,Simple,A2014-407595,135.24,,Tre,False,
0301,221,235,,,34,,Thurmannsgt 9,0461,OSLO,H0102,,Boligblokker,1927,G,Orange,2014-01-31T12:48:37.0000000,Simple,A2014-407589,341.51,,Mur/tegl,False,
4215,33,1130,,,,,Eikeveien 5,4790,Lillesand,H0101,,Småhus,1984,F,Orange,2014-01-31T12:29:53.0000000,Simple,A2014-407576,292.19,,Tre,False,
0301,105,147,,,,80251343,Furuset allé 17 C,1053,OSLO,H0101,,Småhus,1930,G,Orange,2014-01-31T12:29:36.0000000,Simple,A2014-407575,311.33,,Tre,False,
3049,14,89,2,,,160880961,Tomineborgveien 14 B,3011,DRAMMEN,H0101,,Småhus,1973,E,Red,2014-01-31T12:13:34.0000000,Simple,A2014-407567,236.67,,Tre,False,
3030,117,61,,,,,Skogbakken 6,1927,Rånåsfoss,H0101,,Småhus,1967,F,Orange,2014-01-31T12:12:54.0000000,Simple,A2014-407566,274.75,,Tre,False,
1103,20,815,,,,,sivaksveien 20,4017,stavanger,H0101,,Småhus,1987,E,Orange,2014-01-31T12:09:32.0000000,Simple,A2014-407564,238.48,,Tre,False,
0301,241,961,,,,80853580,Gulleråsveien 19 C,0779,OSLO,H0101,,Småhus,1981,F,Red,2014-01-31T11:50:19.0000000,Simple,A2014-407560,296.81,,Tre,False,
1505,8,221,,,6,,Hegerberget 26,6511,Kristiansund,H0101,,Småhus,1965,E,Orange,2014-01-31T11:37:19.0000000,Simple,A2014-407558,217.07,,Tre,False,
3413,211,244,,,,,Villavegen 36A,2344,Ilseng,H0101,,Småhus,1939,G,Orange,2014-01-31T11:30:57.0000000,Simple,A2014-407551,338.72,,Tre,False,
1505,5,565,,,,,Kokkolaveien 13,6515,Kristiansund,H0101,,Småhus,1997,E,Green,2014-01-31T11:19:20.0000000,Simple,A2014-407550,208.24,,Tre,False,
3806,67,228,,,,8445427,Lunderingen 35,3941,PORSGRUNN,H0101,,Småhus,2001,C,Orange,2014-01-31T11:16:32.0000000,Simple,A2014-407549,146.98,,Tre,False,
3420,28,734,,,,7348630,Henrik Wergelands veg 31,2407,ELVERUM,H0101,,Småhus,1985,C,Red,2014-01-31T11:15:42.0000000,Simple,A2014-407547,152.64,,Tre,False,
1806,10,144,,,,11017207,Einerbakkveien 4,8530,BJERKVIK,H0101,,Småhus,1938,G,Orange,2014-01-31T10:50:48.0000000,Simple,A2014-407539,323.79,,Tre,False,
0301,212,135,8,,,80496672,Drammensveien 96 G,0273,OSLO,H0301,,Boligblokker,1919,G,Red,2014-01-31T10:48:35.0000000,Simple,A2014-407538,572.44,,Mur/tegl,False,
0301,211,11,22,,,80492278,Bjørn Farmanns Gate 14A,0271,Oslo,H0701,986675388,Boligblokker,1934,E,Yellow,2014-01-31T10:47:29.0000000,Simple,A2014-407537,173.69,,Betong,False,
1563,48,151,,,6,,Sandegata 32,6600,Sunndalsøra,H0101,950856335,Småhus,1971,F,Orange,2014-01-31T10:47:27.0000000,Simple,A2014-407536,251.99,,Tre,False,
1103,14,184,,,,,Nedre Gauselvågen 17,4031,Stavanger,H0101,,Småhus,1954,G,Orange,2014-01-31T10:40:54.0000000,Simple,A2014-407534,388.75,,Tre,False,
3803,1011,153,,,,H101,Severin Kjærs vei 49,3117,Tønsberg,H0101,,Småhus,1968,F,Orange,2014-01-31T10:30:37.0000000,Simple,A2014-407528,239,,Mur/tegl,False,
1505,120,353,,,,,Gamle Kvalvågvei 16,6525,Frei,H0101,,Småhus,1981,E,Orange,2014-01-31T10:15:36.0000000,Simple,A2014-407522,221.78,,Tre,False,
5038,18,666,,,6,,Fridheimsgate 23,7650,Verdal,H0202,948 145 596,Boligblokker,1973,D,Red,2014-01-31T10:04:10.0000000,Simple,A2014-407518,159.39,,Mur/tegl,False,
0301,176,535,,,,,"Beverkollen 14 ",1275,oslo,H0101,,Småhus,1995,E,Lightgreen,2014-01-31T09:53:32.0000000,Simple,A2014-407514,226.59,,Tre,False,
3005,117,824,,,,,Betzy Kjelsbergs vei 266,3028,Drammen,H0101,,Småhus,2003,C,Orange,2014-01-31T09:43:27.0000000,Simple,A2014-407511,144.71,,Tre,False,
4227,100,194,,,,9081283,Urefjellvegen 20,4480,KVINESDAL,H0101,,Småhus,1991,D,Yellow,2014-01-31T09:36:52.0000000,Simple,A2014-407508,188.18,,Tre,False,
5001,319,207,,,,182746193,Kroppanmarka 181,7075,TILLER,,,Småhus,1986,F,Lightgreen,2014-01-31T09:35:27.0000000,Simple,A2014-407507,277.44,,Betong,False,
4614,46,196,,,,22841297,Jornevikjo 6,5412,STORD,H0101,,Småhus,2007,C,Red,2014-01-31T09:33:39.0000000,Simple,A2014-407506,144.54,,Tre,False,
5028,55,15,,,,,Kregnesvegen 204,7228,Kvål,H0101,,Småhus,1995,D,Orange,2014-01-31T09:32:47.0000000,Simple,A2014-407505,178.24,,Tre,False,
1106,40,882,,,,171187036,Øvregata 231,5525,HAUGESUND,H0101,,Småhus,1917,G,Orange,2014-01-31T09:32:29.0000000,Simple,A2014-407504,466.14,,Tre,False,
1106,40,882,,,,171187036,Øvregata 231,5525,HAUGESUND,H0101,,Småhus,1917,G,Orange,2014-01-31T09:29:42.0000000,Simple,A2014-407503,471.31,,Tre,False,
0301,27,1970,,,,80839464,Nils Collett Vogts vei 52,0766,OSLO,,,Småhus,1980,F,Yellow,2014-01-31T09:27:03.0000000,Simple,A2014-407502,227.12,,Betong,False,
1106,35,403,46,,46,,Austmannavegen 9B,5537,Haugesund,H0301,,Boligblokker,1964,F,Orange,2014-01-31T09:15:32.0000000,Simple,A2014-407500,239.65,,Betong,False,
4626,21,143,,,,,Metevika 3B,5363,Ågotnes,H0101,,Småhus,2005,D,Orange,2014-01-31T08:56:17.0000000,Simple,A2014-407493,176.69,,Tre,False,
3030,15,142,4,,,12417039,Myrhaugveien 16,1900,FETSUND,H0101,,Småhus,2001,D,Red,2014-01-31T08:50:01.0000000,Simple,A2014-407488,175.5,,Tre,False,
3020,129,895,,,,148839204,Myrsletta 67,1406,SKI,H0101,,Småhus,1983,F,Orange,2014-01-31T08:38:05.0000000,Simple,A2014-407484,276.23,,Tre,False,
1103,40,809,,,,4627814,Skredbakka 28,4048,HAFRSFJORD,H0101,951271470,Småhus,1983,E,Orange,2014-01-31T08:18:39.0000000,Simple,A2014-407475,222.33,,Tre,False,
5402,62,11,,12,,12465092,Samagata 88 A,9403,HARSTAD,H0101,,Småhus,1958,G,Orange,2014-01-31T08:10:54.0000000,Simple,A2014-407474,317.88,,Tre,False,
3401,26,81,,,37,,GRÅSPURVVEGEN 61,2209,KONGSVINGER,H0101,,Småhus,1975,F,Orange,2014-01-31T08:03:25.0000000,Simple,A2014-407473,296.9,,Tre,False,
4601,22,313,,,64,,Dag Hammarskjølds vei 151,5144,Fyllingsdalen,H0102,946658413,Boligblokker,1969,F,Red,2014-01-31T07:54:22.0000000,Simple,A2014-407472,248.08,,Betong,False,
0301,167,120,,,,,Johan Scharffenbergs vei 11,0694,OSLO,H0101,,Småhus,1969,F,Orange,2014-01-31T07:51:02.0000000,Simple,A2014-407471,265.7,,Tre,False,
5038,11,16,,,,,Fiolvegen 2,7654,Verdal,H0101,,Småhus,1938,G,Orange,2014-01-31T07:14:43.0000000,Simple,A2014-407469,477.88,,Tre,False,
3023,1,381,,,,149393544,Tosletta 25,1453,BJØRNEMYR,H0101,,Småhus,1955,C,Red,2014-01-31T01:38:24.0000000,Simple,A2014-407466,153.47,,Tre,False,
1832,107,1,,197,,11131883,Lerkeveien 34,8646,KORGEN,H0101,,Småhus,1992,E,Orange,2014-01-31T01:32:54.0000000,Simple,A2014-407465,257.16,,Tre,False,
0301,211,125,18,,,,Leiv Eirikssona gate 5,0271,Oslo,H0403,,Boligblokker,1899,G,Red,2014-01-31T01:24:13.0000000,Simple,A2014-407464,321.48,,Mur/tegl,False,
3025,61,102,22,,,16276472,Blakstad hageby 7 D,1392,VETTRE,H0101,,Småhus,1956,G,Orange,2014-01-31T00:02:50.0000000,Simple,A2014-407459,327.09,,Tre,False,
0301,105,61,,,51,,stjerneblokkveien 17,1083,oslo,h0101,,Boligblokker,1953,E,Orange,2014-01-31T00:01:04.0000000,Simple,A2014-407458,213.84,,Mur/tegl,False,
3020,49,233,,,,16881368,Holbergs vei 12,1412,SOFIEMYR,H0101,,Småhus,1962,G,Orange,2014-01-30T23:35:54.0000000,Simple,A2014-407457,295.66,,Mur/tegl,False,
3403,1,5940,,,,16410780,Furubergvegen 177 E,2316,HAMAR,,965021582,Boligblokker,1992,F,Red,2014-01-30T23:26:44.0000000,Simple,A2014-407456,208.97,,Tre,False,
3024,11,604,,,,17246828,Snoveien 8,1363,HØVIK,H0101,,Småhus,1961,F,Red,2014-01-30T23:26:35.0000000,Simple,A2014-407455,257.18,,Tre,False,
4612,40,125,,,,173719655,Ånavegen 26,5550,SVEIO,,,Småhus,1969,F,Orange,2014-01-30T23:23:48.0000000,Simple,A2014-407454,272.47,,Tre,False,
0301,212,836,5,,,80506341,Thomas Heftyes gate 37 A,0264,OSLO,,,Boligblokker,1910,F,Orange,2014-01-30T23:02:21.0000000,Simple,A2014-407448,190.21,,Mur/tegl,False,
0021,186,14,,,,,Kvenhusveien 5,1930,AURSKOG,H0101,,Småhus,1973,F,Orange,2014-01-30T22:55:04.0000000,Simple,A2014-407444,281.52,,Tre,False,
4204,13,1433,12,,,15332271,Øvre ringvei 42 L,4620,KRISTIANSAND S,H0203,,Boligblokker,1999,E,Orange,2014-01-30T22:49:24.0000000,Simple,A2014-407442,158.41,,Tre,False,
3021,116,15,22,,,,KONTRAVEIEN 8F,1400,SKI,H0101,,Småhus,1961,E,Orange,2014-01-30T22:39:35.0000000,Simple,A2014-407441,249.74,,Tre,False,
0301,212,836,5,,,80506341,Thomas Heftyes gate 37 A,0264,OSLO,,,Boligblokker,1910,F,Orange,2014-01-30T22:39:07.0000000,Simple,A2014-407440,190.21,,Mur/tegl,False,
0301,54,363,,,,80155875,Åmotveien 12 B,0880,OSLO,H0101,,Småhus,1948,G,Orange,2014-01-30T22:35:31.0000000,Simple,A2014-407439,338.5,,Tre,False,
3035,15,268,,,,23156180,Brenntoppen 3,2080,EIDSVOLL,H0101,,Småhus,2004,D,Orange,2014-01-30T22:26:06.0000000,Simple,A2014-407438,176.96,,Tre,False,
0301,27,1139,,,,80063482,Bjerkebakken 43,0757,OSLO,H0101,,Småhus,1957,G,Orange,2014-01-30T22:16:58.0000000,Simple,A2014-407436,304.72,,Tre,False,
4612,40,552,,,,,Sveiåstunet 4A,5550,SVEIO,H0101,,Småhus,2009,C,Orange,2014-01-30T22:14:57.0000000,Simple,A2014-407435,155.33,,Tre,False,
3801,129,354,,,,161707309,Østre Braarudgate 2,3181,HORTEN,H0101,,Småhus,1889,G,Orange,2014-01-30T22:10:34.0000000,Simple,A2014-407431,453.62,,Tre,False,
5401,71,504,,,1,,Mølneringen 10,9104,Kvaløya,H0102,,Småhus,2002,C,Orange,2014-01-30T22:07:54.0000000,Simple,A2014-407429,167.59,,Tre,False,
3405,85,257,,,,14636366,Skifervegen 12 A,2611,LILLEHAMMER,H0101,,Småhus,1992,E,Orange,2014-01-30T22:07:10.0000000,Simple,A2014-407428,207.76,,Tre,False,
0301,212,423,,,,,Gyldenløvesgate 28 b,0260,Oslo,H0401,,Boligblokker,1923,G,Orange,2014-01-30T22:05:53.0000000,Simple,A2014-407427,319.79,,Mur/tegl,False,
4626,14,64,,,,25472438,Lokøyvågen 65,5357,FJELL,H0101,,Småhus,2007,D,Orange,2014-01-30T21:38:11.0000000,Simple,A2014-407416,159.06,,Tre,False,
3412,16,18,,,,,Brennerivegen 9,2340,Løten,H0101,,Småhus,1930,G,Orange,2014-01-30T21:12:38.0000000,Simple,A2014-407412,371.59,,Tre,False,
3049,145,334,,,9,,Maurrudløkka 30,3409,Tranby,H0101,,Småhus,1989,E,Orange,2014-01-30T21:10:38.0000000,Simple,A2014-407410,236.85,,Tre,False,
0301,225,365,8,,,,Vogtsgate 56b,0477,Oslo,H0401,,Boligblokker,1903,G,Orange,2014-01-30T21:07:06.0000000,Simple,A2014-407409,291.53,,Mur/tegl,False,
1127,49,770,,,,,Nordheiå 27,4070,Randaberg,H0101,,Småhus,2006,D,Orange,2014-01-30T21:06:08.0000000,Simple,A2014-407407,156.43,,Tre,False,
1121,14,184,,,,,Rektor Sælands Veg 13,4344,Bryne,H0101,,Småhus,1954,G,Orange,2014-01-30T20:59:54.0000000,Simple,A2014-407405,388.75,,Tre,False,
3002,3,2840,,,,6310443,Kulpeåsen 60,1539,MOSS,H0101,,Småhus,2003,D,Orange,2014-01-30T20:53:24.0000000,Simple,A2014-407402,175.03,,Tre,False,
3024,20,429,,,,17332708,Prost Holsviks vei 20,1362,HOSLE,H0101,,Småhus,1998,D,Orange,2014-01-30T20:47:43.0000000,Simple,A2014-407398,190.26,,Mur/tegl,False,
5027,3,204,,,,10729750,Rena 2,7290,STØREN,H0101,,Småhus,1989,E,Orange,2014-01-30T20:46:16.0000000,Simple,A2014-407396,222.18,,Tre,False,
3034,221,205,,,,22670549,Ilavegen 12,2165,HVAM,H0101,,Småhus,2006,D,Green,2014-01-30T20:44:05.0000000,Simple,A2014-407394,181.44,,Tre,False,
4601,49,563,,,,,Skjeneviksveien 26,5165,Laksevåg,H0101,,Småhus,1959,G,Red,2014-01-30T20:39:36.0000000,Simple,A2014-407392,977.03,,Tre,False,
0301,179,39,,,,,Jordstjerneveien 107,1283,"Oslo ",H0101,,Småhus,2007,D,Lightgreen,2014-01-30T20:30:41.0000000,Simple,A2014-407389,179.59,,Tre,False,
3020,123,932,,,,,Parkveien 6E,1405,Langhus,H0101,,Småhus,1997,E,Orange,2014-01-30T20:17:03.0000000,Simple,A2014-407384,214.8,,Tre,False,
3001,75,126,1,,,,Solheimveien 30A,1791,Tistedal,H0101,,Småhus,2008,D,Red,2014-01-30T20:11:15.0000000,Simple,A2014-407383,208.6,,Tre,False,
0301,38,329,55,,,,Sørkedalsveien 11 c,0369,Oslo,H0501,,Boligblokker,2009,C,Red,2014-01-30T20:02:04.0000000,Simple,A2014-407380,135.09,,Betong,False,
0301,229,61,,,15,,Jens Bjelkes gate 35b,0561,Oslo,H0401,,Boligblokker,1896,G,Orange,2014-01-30T20:01:51.0000000,Simple,A2014-407379,416.93,,Mur/tegl,False,
3024,21,199,,,,,Granåsen 36,1362,Hosle,H0101,,Småhus,1963,G,Orange,2014-01-30T20:01:47.0000000,Simple,A2014-407378,375.83,,Tre,False,
1804,241,784,,,,,Galnåsmyra 47B,8022,BODØ,H0101,956293413,Småhus,1977,F,Orange,2014-01-30T19:43:58.0000000,Simple,A2014-407374,281.4,,Tre,False,
0401,1,5045,,,13041,,Alf Prøysens veg 130,2315,Hamar,H0101,,Småhus,1983,F,Red,2014-01-30T19:39:45.0000000,Simple,A2014-407373,285.03,,Tre,False,
1507,24,453,1,,,300262714,Mogensvegen 8,6010,ÅLESUND,H0101,,Småhus,2012,C,Red,2014-01-30T19:31:29.0000000,Simple,A2014-407368,143.76,,Tre,False,
1160,172,3,,,,172825664,Haukelivegen 445,5574,SKJOLD,H0101,,Småhus,1977,F,Orange,2014-01-30T19:28:28.0000000,Simple,A2014-407358,260.68,,Tre,False,
1146,72,158,4,,,,Stølsberg 32,5570,Aksdal,H0201,,Boligblokker,2009,C,Red,2014-01-30T19:11:32.0000000,Simple,A2014-407353,121.7,,Betong,False,
1124,15,263,,,,,Mostunvegen 22,4050,Sola,H0101,,Småhus,1970,E,Orange,2014-01-30T19:09:24.0000000,Simple,A2014-407352,217.94,,Tre,False,
3016,5,81,,,,,Fagerveien 12,1890,RAKKESTAD,H0101,,Småhus,1969,G,Orange,2014-01-30T18:41:10.0000000,Simple,A2014-407347,380.17,,Tre,False,
0301,217,289,,,4,,Sofies gate 6C,0170,Oslo,H0202,988921610,Boligblokker,1900,G,Red,2014-01-30T18:33:57.0000000,Simple,A2014-407346,1135.47,,Mur/tegl,False,
4627,12,1445,,,,,Signalshaugane 15,5302,Strusshamn,H0101,,Småhus,2004,D,Red,2014-01-30T18:28:44.0000000,Simple,A2014-407344,172.47,,Tre,False,
1130,27,12,,,,,Ryfylkevegen 2587,4120,TAU,H0101,,Småhus,1900,G,Orange,2014-01-30T18:28:18.0000000,Simple,A2014-407343,439.8,,Tre,False,
0301,229,182,,,244,,Sars gate 56,0564,OSLO,H0401,,Boligblokker,1939,F,Lightgreen,2014-01-30T18:11:03.0000000,Simple,A2014-407339,239.09,,Mur/tegl,False,
4601,10,562,,,,139390520,Østre Nattlandsfjellet 50,5098,BERGEN,H0101,,Småhus,1982,G,Orange,2014-01-30T18:01:20.0000000,Simple,A2014-407338,312.31,,Tre,False,
5007,34,40,,,,,Smimovegen 3,7822,Bangsund,H0101,,Småhus,1933,G,Orange,2014-01-30T17:53:02.0000000,Simple,A2014-407335,379.97,,Tre,False,
1520,15,178,,,,,Heggjadalen 7,6153,ØRSTA,H0101,,Småhus,1952,G,Orange,2014-01-30T17:41:15.0000000,Simple,A2014-407332,407.04,,Betong,False,
1143,88,129,,,,,Sjuradalsveien 19,4262,Avaldsnes,H0101,,Småhus,1981,E,Orange,2014-01-30T17:28:54.0000000,Simple,A2014-407330,242.73,,Tre,False,
5001,316,591,,,,,Idrettsveien 13,7072,Trondheim,H0101,,Småhus,1990,E,Red,2014-01-30T17:23:47.0000000,Simple,A2014-407329,212.92,,Tre,False,
3805,2045,14,,,,162980882,Hedrum Ravei 171,3270,LARVIK,H0101,,Småhus,1949,F,Orange,2014-01-30T17:10:54.0000000,Simple,A2014-407326,285.41,,Tre,False,
0301,99,20,298,,,,Vestlisvingen 104,0969,Oslo,H0101,,Boligblokker,1973,F,Red,2014-01-30T16:27:53.0000000,Simple,A2014-407319,215.48,,Betong,False,
4647,99,444,,,,15869909,Løken 16,6817,NAUSTDAL,H0101,,Småhus,1999,C,Orange,2014-01-30T16:23:55.0000000,Simple,A2014-407315,155.69,,Tre,False,
0301,75,812,,,338,,Kurveien 32,0495,Oslo," H0301",,Boligblokker,1953,E,Orange,2014-01-30T15:51:19.0000000,Simple,A2014-407309,199.15,,Betong,False,
3807,217,675,4,,,,Vindalsstubben 16,3728,Skien,H0101,,Småhus,2011,C,Orange,2014-01-30T15:46:24.0000000,Simple,A2014-407307,134.64,,Tre,False,
3807,1,282,,,,,Østli 13,3718,Skien,H0101,,Småhus,1958,F,Orange,2014-01-30T15:44:20.0000000,Simple,A2014-407303,281.96,,Mur/tegl,False,
